source_name	source_type	target_name	target_type	source_id	target_id	pmid	relation_type	resource
E2F1	Gene	Breast Cancer	Disease	ENTREZ:1869		33691613	GNBR::Y::Gene:Disease	CBCG
EBF1	Gene	Breast Cancer	Disease	ENTREZ:1879		nan	GNBR::Y::Gene:Disease	CBCG
EBF1	Gene	Breast Cancer	Disease	ENTREZ:1879		36356581	GNBR::Y::Gene:Disease	CBCG
EBF2	Gene	Breast Cancer	Disease	ENTREZ:64641		32424353	GNBR::Y::Gene:Disease	CBCG
EBF2	Gene	Breast Cancer	Disease	ENTREZ:64641		36356581	GNBR::Y::Gene:Disease	CBCG
ECHDC1	Gene	Breast Cancer	Disease	ENTREZ:55862		18326623	GNBR::Y::Gene:Disease	CBCG
ECHDC1	Gene	Breast Cancer	Disease	ENTREZ:55862		18326623	GNBR::Y::Gene:Disease	CBCG
EHMT1	Gene	Breast Cancer	Disease	ENTREZ:79813		16501248	GNBR::Y::Gene:Disease	CBCG
EHMT2	Gene	Breast Cancer	Disease	ENTREZ:10919		16501248	GNBR::Y::Gene:Disease	CBCG
EI24	Gene	Breast Cancer	Disease	ENTREZ:9538		23844225	GNBR::Y::Gene:Disease	CBCG
EIF4E	Gene	Breast Cancer	Disease	ENTREZ:1977		28582508	GNBR::Y::Gene:Disease	CBCG
ELN-AS1	Gene	Breast Cancer	Disease	ENTREZ:107986809		36424660	GNBR::Y::Gene:Disease	CBCG
ELN	Gene	Breast Cancer	Disease	ENTREZ:2006		36424660	GNBR::Y::Gene:Disease	CBCG
EMBP1	Gene	Breast Cancer	Disease	ENTREZ:647121		27556229	GNBR::Y::Gene:Disease	CBCG
EMBP1	Gene	Breast Cancer	Disease	ENTREZ:647121		19330030	GNBR::Y::Gene:Disease	CBCG
EMBP1	Gene	Breast Cancer	Disease	ENTREZ:647121		20453838	GNBR::Y::Gene:Disease	CBCG
EMBP1	Gene	Breast Cancer	Disease	ENTREZ:647121		24743323	GNBR::Y::Gene:Disease	CBCG
EMBP1	Gene	Breast Cancer	Disease	ENTREZ:647121		36356581	GNBR::Y::Gene:Disease	CBCG
EMID1	Gene	Breast Cancer	Disease	ENTREZ:129080		25751625	GNBR::Y::Gene:Disease	CBCG
EMID1	Gene	Breast Cancer	Disease	ENTREZ:129080		23535729	GNBR::Y::Gene:Disease	CBCG
EMX2OS	Gene	Breast Cancer	Disease	ENTREZ:196047		32139696	GNBR::Y::Gene:Disease	CBCG
EPCAM	Gene	Breast Cancer	Disease	ENTREZ:4072		20683652	GNBR::Y::Gene:Disease	CBCG
EPHX1	Gene	Breast Cancer	Disease	ENTREZ:2052		18423013	GNBR::Y::Gene:Disease	CBCG
ERBB2	Gene	Breast Cancer	Disease	ENTREZ:2064		10699071	GNBR::Y::Gene:Disease	CBCG
ERBB2	Gene	Breast Cancer	Disease	ENTREZ:2064		15167216	GNBR::Y::Gene:Disease	CBCG
ERBB2	Gene	Breast Cancer	Disease	ENTREZ:2064		36708564	GNBR::Y::Gene:Disease	CBCG
ERBB2	Gene	Breast Cancer	Disease	ENTREZ:2064		15550452	GNBR::Y::Gene:Disease	CBCG
ERBB3	Gene	Breast Cancer	Disease	ENTREZ:2065		36424660	GNBR::Y::Gene:Disease	CBCG
ERBB4	Gene	Breast Cancer	Disease	ENTREZ:2066		22452962	GNBR::Y::Gene:Disease	CBCG
ERCC1	Gene	Breast Cancer	Disease	ENTREZ:2067		23909490	GNBR::Y::Gene:Disease	CBCG
ERCC1	Gene	Breast Cancer	Disease	ENTREZ:2067		27768589	GNBR::Y::Gene:Disease	CBCG
ERCC2	Gene	Breast Cancer	Disease	ENTREZ:2068		29544444	GNBR::Y::Gene:Disease	CBCG
ERCC2	Gene	Breast Cancer	Disease	ENTREZ:2068		25789018	GNBR::Y::Gene:Disease	CBCG
ERCC2	Gene	Breast Cancer	Disease	ENTREZ:2068		27768589	GNBR::Y::Gene:Disease	CBCG
ERCC2	Gene	Breast Cancer	Disease	ENTREZ:2068		36594475	GNBR::Y::Gene:Disease	CBCG
ERCC4	Gene	Breast Cancer	Disease	ENTREZ:2072		18701435	GNBR::Y::Gene:Disease	CBCG
ERCC5	Gene	Breast Cancer	Disease	ENTREZ:2073		20183911	GNBR::Y::Gene:Disease	CBCG
ERCC5	Gene	Breast Cancer	Disease	ENTREZ:2073		35691022	GNBR::Y::Gene:Disease	CBCG
ESR1	Gene	Breast Cancer	Disease	ENTREZ:2099		26928228	GNBR::Y::Gene:Disease	CBCG
ESR1	Gene	Breast Cancer	Disease	ENTREZ:2099		25116933	GNBR::Y::Gene:Disease	CBCG
ESR1	Gene	Breast Cancer	Disease	ENTREZ:2099		26928228	GNBR::Y::Gene:Disease	CBCG
ESR1	Gene	Breast Cancer	Disease	ENTREZ:2099		26928228	GNBR::Y::Gene:Disease	CBCG
ESR2	Gene	Breast Cancer	Disease	ENTREZ:2100		24430361	GNBR::Y::Gene:Disease	CBCG
ESR2	Gene	Breast Cancer	Disease	ENTREZ:2100		19429453	GNBR::Y::Gene:Disease	CBCG
EXO1	Gene	Breast Cancer	Disease	ENTREZ:9156		25751625	GNBR::Y::Gene:Disease	CBCG
EXO1	Gene	Breast Cancer	Disease	ENTREZ:9156		36356581	GNBR::Y::Gene:Disease	CBCG
FAM126B	Gene	Breast Cancer	Disease			27117709	GNBR::Y::Gene:Disease	CBCG
FAM72B	Gene	Breast Cancer	Disease	ENTREZ:653820		36703164	GNBR::Y::Gene:Disease	CBCG
FANCC	Gene	Breast Cancer	Disease	ENTREZ:2176		23028338	GNBR::Y::Gene:Disease	CBCG
FANCC	Gene	Breast Cancer	Disease	ENTREZ:2176		33471991	GNBR::Y::Gene:Disease	CBCG
FANCD2	Gene	Breast Cancer	Disease	ENTREZ:2177		28386063	GNBR::Y::Gene:Disease	CBCG
FANCM	Gene	Breast Cancer	Disease	ENTREZ:57697		33471991	GNBR::Y::Gene:Disease	CBCG
FANCM	Gene	Breast Cancer	Disease	ENTREZ:57697		28033443	GNBR::Y::Gene:Disease	CBCG
FANCM	Gene	Breast Cancer	Disease	ENTREZ:57697		36707629	GNBR::Y::Gene:Disease	CBCG
FANCM	Gene	Breast Cancer	Disease	ENTREZ:57697		28702895	GNBR::Y::Gene:Disease	CBCG
FANCM	Gene	Breast Cancer	Disease	ENTREZ:57697		31700994	GNBR::Y::Gene:Disease	CBCG
FANCM	Gene	Breast Cancer	Disease	ENTREZ:57697		26130695	GNBR::Y::Gene:Disease	CBCG
FANCM	Gene	Breast Cancer	Disease	ENTREZ:57697		25288723	GNBR::Y::Gene:Disease	CBCG
FANCM	Gene	Breast Cancer	Disease	ENTREZ:57697		31700994	GNBR::Y::Gene:Disease	CBCG
FAS	Gene	Breast Cancer	Disease	ENTREZ:355		23326385	GNBR::Y::Gene:Disease	CBCG
FAS	Gene	Breast Cancer	Disease	ENTREZ:355		22740964	GNBR::Y::Gene:Disease	CBCG
FASLG	Gene	Breast Cancer	Disease	ENTREZ:356		23326385	GNBR::Y::Gene:Disease	CBCG
FBLN2	Gene	Breast Cancer	Disease	ENTREZ:2199		36424660	GNBR::Y::Gene:Disease	CBCG
FGFR2	Gene	Breast Cancer	Disease	ENTREZ:2263		36703164	GNBR::Y::Gene:Disease	CBCG
FGFR2	Gene	Breast Cancer	Disease	ENTREZ:2263		36901898	GNBR::Y::Gene:Disease	CBCG
FGFR2	Gene	Breast Cancer	Disease	ENTREZ:2263		18326623	GNBR::Y::Gene:Disease	CBCG
FGFR2	Gene	Breast Cancer	Disease	ENTREZ:2263		24290378	GNBR::Y::Gene:Disease	CBCG
FGFR2	Gene	Breast Cancer	Disease	ENTREZ:2263		20453838	GNBR::Y::Gene:Disease	CBCG
FGFR2	Gene	Breast Cancer	Disease	ENTREZ:2263		22926736	GNBR::Y::Gene:Disease	CBCG
FGFR2	Gene	Breast Cancer	Disease	ENTREZ:2263		17529967	GNBR::Y::Gene:Disease	CBCG
FGFR2	Gene	Breast Cancer	Disease	ENTREZ:2263		37107577	GNBR::Y::Gene:Disease	CBCG
FGFR2	Gene	Breast Cancer	Disease	ENTREZ:2263		24290378	GNBR::Y::Gene:Disease	CBCG
FGFR2	Gene	Breast Cancer	Disease	ENTREZ:2263		37107577	GNBR::Y::Gene:Disease	CBCG
FGFR2	Gene	Breast Cancer	Disease	ENTREZ:2263		24743323	GNBR::Y::Gene:Disease	CBCG
FGFR2	Gene	Breast Cancer	Disease	ENTREZ:2263		36356581	GNBR::Y::Gene:Disease	CBCG
FILIP1L	Gene	Breast Cancer	Disease	ENTREZ:11259		29059683	GNBR::Y::Gene:Disease	CBCG
FILIP1L	Gene	Breast Cancer	Disease	ENTREZ:11259		36356581	GNBR::Y::Gene:Disease	CBCG
FLACC1	Gene	Breast Cancer	Disease	ENTREZ:130540		25168388	GNBR::Y::Gene:Disease	CBCG
FMNL3	Gene	Breast Cancer	Disease	ENTREZ:91010		36703164	GNBR::Y::Gene:Disease	CBCG
FOXP3	Gene	Breast Cancer	Disease	ENTREZ:50943		29731666	GNBR::Y::Gene:Disease	CBCG
FTO	Gene	Breast Cancer	Disease	ENTREZ:79068		23535733	GNBR::Y::Gene:Disease	CBCG
FTO	Gene	Breast Cancer	Disease	ENTREZ:79068		27117709	GNBR::Y::Gene:Disease	CBCG
FTO	Gene	Breast Cancer	Disease	ENTREZ:79068		29058716	GNBR::Y::Gene:Disease	CBCG
GATAD2A	Gene	Breast Cancer	Disease	ENTREZ:54815		29059683	GNBR::Y::Gene:Disease	CBCG
GATAD2A	Gene	Breast Cancer	Disease	ENTREZ:54815		36356581	GNBR::Y::Gene:Disease	CBCG
GIPR	Gene	Breast Cancer	Disease	ENTREZ:2696		29059683	GNBR::Y::Gene:Disease	CBCG
GIPR	Gene	Breast Cancer	Disease	ENTREZ:2696		36356581	GNBR::Y::Gene:Disease	CBCG
GLO1	Gene	Breast Cancer	Disease	ENTREZ:2739		19379515	GNBR::Y::Gene:Disease	CBCG
GNAS-AS1	Gene	Breast Cancer	Disease	ENTREZ:149775		36424660	GNBR::Y::Gene:Disease	CBCG
GNAS	Gene	Breast Cancer	Disease	ENTREZ:2778		36424660	GNBR::Y::Gene:Disease	CBCG
GPC1-AS1	Gene	Breast Cancer	Disease	ENTREZ:100130449		36371555	GNBR::Y::Gene:Disease	CBCG
GPC1	Gene	Breast Cancer	Disease	ENTREZ:2817		36371555	GNBR::Y::Gene:Disease	CBCG
GPR19	Gene	Breast Cancer	Disease	ENTREZ:2842		18174243	GNBR::Y::Gene:Disease	CBCG
GPRIN2	Gene	Breast Cancer	Disease	ENTREZ:9721		36424660	GNBR::Y::Gene:Disease	CBCG
GPX1	Gene	Breast Cancer	Disease	ENTREZ:2876		16287877	GNBR::Y::Gene:Disease	CBCG
GPX1	Gene	Breast Cancer	Disease	ENTREZ:2876		24039907	GNBR::Y::Gene:Disease	CBCG
GRHL1	Gene	Breast Cancer	Disease	ENTREZ:29841		29059683	GNBR::Y::Gene:Disease	CBCG
GRHL1	Gene	Breast Cancer	Disease	ENTREZ:29841		36356581	GNBR::Y::Gene:Disease	CBCG
GRIA4	Gene	Breast Cancer	Disease	ENTREZ:2893		36901898	GNBR::Y::Gene:Disease	CBCG
GRM7	Gene	Breast Cancer	Disease	ENTREZ:2917		22923054	GNBR::Y::Gene:Disease	CBCG
GSTM1	Gene	Breast Cancer	Disease	ENTREZ:2944		9888479	GNBR::Y::Gene:Disease	CBCG
GSTM1	Gene	Breast Cancer	Disease	ENTREZ:2944		23227845	GNBR::Y::Gene:Disease	CBCG
GSTM1	Gene	Breast Cancer	Disease	ENTREZ:2944		26125851	GNBR::Y::Gene:Disease	CBCG
GSTM1	Gene	Breast Cancer	Disease	ENTREZ:2944		21559761	GNBR::Y::Gene:Disease	CBCG
GSTM1	Gene	Breast Cancer	Disease	ENTREZ:2944		18080216	GNBR::Y::Gene:Disease	CBCG
GSTM1	Gene	Breast Cancer	Disease	ENTREZ:2944		19228880	GNBR::Y::Gene:Disease	CBCG
GSTM1	Gene	Breast Cancer	Disease	ENTREZ:2944		36308374	GNBR::Y::Gene:Disease	CBCG
GSTO1	Gene	Breast Cancer	Disease	ENTREZ:9446		28670895	GNBR::Y::Gene:Disease	CBCG
GSTO2	Gene	Breast Cancer	Disease	ENTREZ:119391		28670895	GNBR::Y::Gene:Disease	CBCG
GSTP1	Gene	Breast Cancer	Disease	ENTREZ:2950		18326615	GNBR::Y::Gene:Disease	CBCG
GSTP1	Gene	Breast Cancer	Disease	ENTREZ:2950		23826324	GNBR::Y::Gene:Disease	CBCG
GSTP1	Gene	Breast Cancer	Disease	ENTREZ:2950		23000097	GNBR::Y::Gene:Disease	CBCG
GSTP1	Gene	Breast Cancer	Disease	ENTREZ:2950		23227845	GNBR::Y::Gene:Disease	CBCG
GSTP1	Gene	Breast Cancer	Disease	ENTREZ:2950		30461653	GNBR::Y::Gene:Disease	CBCG
GSTT1	Gene	Breast Cancer	Disease	ENTREZ:2952		31707358	GNBR::Y::Gene:Disease	CBCG
GSTT1	Gene	Breast Cancer	Disease	ENTREZ:2952		14562023	GNBR::Y::Gene:Disease	CBCG
GSTT1	Gene	Breast Cancer	Disease	ENTREZ:2952		21559761	GNBR::Y::Gene:Disease	CBCG
GSTT1	Gene	Breast Cancer	Disease	ENTREZ:2952		18080216	GNBR::Y::Gene:Disease	CBCG
GSTT1	Gene	Breast Cancer	Disease	ENTREZ:2952		glutathione-stransferase-t1-and-m1-gene-polymorphisms-among-breast-cancer-susceptible-ghanaians-12166.html	GNBR::Y::Gene:Disease	CBCG
H19	Gene	Breast Cancer	Disease	ENTREZ:14955		35818166	GNBR::Y::Gene:Disease	CBCG
H19	Gene	Breast Cancer	Disease	ENTREZ:14955		35818166	GNBR::Y::Gene:Disease	CBCG
H19	Gene	Breast Cancer	Disease	ENTREZ:14955		35818166	GNBR::Y::Gene:Disease	CBCG
H3-3A	Gene	Breast Cancer	Disease	ENTREZ:3020		36424660	GNBR::Y::Gene:Disease	CBCG
HCN1	Gene	Breast Cancer	Disease	ENTREZ:348980		27863437	GNBR::Y::Gene:Disease	CBCG
HELQ	Gene	Breast Cancer	Disease	ENTREZ:113510		29059683	GNBR::Y::Gene:Disease	CBCG
HIF1A	Gene	Breast Cancer	Disease	ENTREZ:3091		19580347	GNBR::Y::Gene:Disease	CBCG
HIF1A	Gene	Breast Cancer	Disease	ENTREZ:3091		25302049	GNBR::Y::Gene:Disease	CBCG
HIF1A	Gene	Breast Cancer	Disease	ENTREZ:3091		30135144	GNBR::Y::Gene:Disease	CBCG
HIF1A	Gene	Breast Cancer	Disease	ENTREZ:3091		28775167	GNBR::Y::Gene:Disease	CBCG
HIF1A-AS3	Gene	Breast Cancer	Disease	ENTREZ:105370526		19580347	GNBR::Y::Gene:Disease	CBCG
HIF1A-AS3	Gene	Breast Cancer	Disease	ENTREZ:105370526		25302049	GNBR::Y::Gene:Disease	CBCG
HIF1A-AS3	Gene	Breast Cancer	Disease	ENTREZ:105370526		30135144	GNBR::Y::Gene:Disease	CBCG
HIF1A-AS3	Gene	Breast Cancer	Disease	ENTREZ:105370526		28775167	GNBR::Y::Gene:Disease	CBCG
HLA-A	Gene	Breast Cancer	Disease	ENTREZ:3105		36424660	GNBR::Y::Gene:Disease	CBCG
HLA-A	Gene	Breast Cancer	Disease	ENTREZ:3105		36424660	GNBR::Y::Gene:Disease	CBCG
HLA-A	Gene	Breast Cancer	Disease	ENTREZ:3105		36424660	GNBR::Y::Gene:Disease	CBCG
HLA-A	Gene	Breast Cancer	Disease	ENTREZ:3105		36424660	GNBR::Y::Gene:Disease	CBCG
HLA-A	Gene	Breast Cancer	Disease	ENTREZ:3105		36424660	GNBR::Y::Gene:Disease	CBCG
HLA-A	Gene	Breast Cancer	Disease	ENTREZ:3105		36424660	GNBR::Y::Gene:Disease	CBCG
HLA-B	Gene	Breast Cancer	Disease	ENTREZ:3106		36424660	GNBR::Y::Gene:Disease	CBCG
HLA-DRB1	Gene	Breast Cancer	Disease	ENTREZ:3123		36424660	GNBR::Y::Gene:Disease	CBCG
HLA-DRB1	Gene	Breast Cancer	Disease	ENTREZ:3123		36424660	GNBR::Y::Gene:Disease	CBCG
HLA-DRB1	Gene	Breast Cancer	Disease	ENTREZ:3123		36424660	GNBR::Y::Gene:Disease	CBCG
HLA-G	Gene	Breast Cancer	Disease	ENTREZ:3135		35752280	GNBR::Y::Gene:Disease	CBCG
HMMR	Gene	Breast Cancer	Disease	ENTREZ:3161		17922014	GNBR::Y::Gene:Disease	CBCG
HMMR-AS1	Gene	Breast Cancer	Disease	ENTREZ:101927813		17922014	GNBR::Y::Gene:Disease	CBCG
HNF4G	Gene	Breast Cancer	Disease	ENTREZ:3174		23535729	GNBR::Y::Gene:Disease	CBCG
HOXB13	Gene	Breast Cancer	Disease	ENTREZ:10481		22853031	GNBR::Y::Gene:Disease	CBCG
HSD11B1	Gene	Breast Cancer	Disease	ENTREZ:3290		18611262	GNBR::Y::Gene:Disease	CBCG
HSD11B1	Gene	Breast Cancer	Disease	ENTREZ:3290		18611262	GNBR::Y::Gene:Disease	CBCG
HSD11B1-AS1	Gene	Breast Cancer	Disease	ENTREZ:101930114		18611262	GNBR::Y::Gene:Disease	CBCG
HSD11B1-AS1	Gene	Breast Cancer	Disease	ENTREZ:101930114		18611262	GNBR::Y::Gene:Disease	CBCG
HSD17B1	Gene	Breast Cancer	Disease	ENTREZ:3292		19679043	GNBR::Y::Gene:Disease	CBCG
HSD17B14	Gene	Breast Cancer	Disease	ENTREZ:51171		37578974	GNBR::Y::Gene:Disease	CBCG
HSPA1A	Gene	Breast Cancer	Disease	ENTREZ:3303		11241233	GNBR::Y::Gene:Disease	CBCG
HUS1	Gene	Breast Cancer	Disease	ENTREZ:3364		22926736	GNBR::Y::Gene:Disease	CBCG
HUS1	Gene	Breast Cancer	Disease	ENTREZ:3364		22926736	GNBR::Y::Gene:Disease	CBCG
ICAM1	Gene	Breast Cancer	Disease	ENTREZ:3383		15604251	GNBR::Y::Gene:Disease	CBCG
ICAM5	Gene	Breast Cancer	Disease	ENTREZ:7087		15604251	GNBR::Y::Gene:Disease	CBCG
ICAM5	Gene	Breast Cancer	Disease	ENTREZ:7087		15604251	GNBR::Y::Gene:Disease	CBCG
IFNG	Gene	Breast Cancer	Disease	ENTREZ:3458		21323572	GNBR::Y::Gene:Disease	CBCG
IFNG	Gene	Breast Cancer	Disease	ENTREZ:3458		15890243	GNBR::Y::Gene:Disease	CBCG
IGF1	Gene	Breast Cancer	Disease	ENTREZ:3479		16306136	GNBR::Y::Gene:Disease	CBCG
IGF2BP2	Gene	Breast Cancer	Disease	ENTREZ:10644		25661373	GNBR::Y::Gene:Disease	CBCG
IGF2BP2	Gene	Breast Cancer	Disease	ENTREZ:10644		36653207	GNBR::Y::Gene:Disease	CBCG
IGFBP-AS1	Gene	Breast Cancer	Disease	ENTREZ:101928278		36356581	GNBR::Y::Gene:Disease	CBCG
IL19	Gene	Breast Cancer	Disease	ENTREZ:29949		25559835	GNBR::Y::Gene:Disease	CBCG
IL19	Gene	Breast Cancer	Disease	ENTREZ:29949		31983108	GNBR::Y::Gene:Disease	CBCG
IL19	Gene	Breast Cancer	Disease	ENTREZ:29949		22818022	GNBR::Y::Gene:Disease	CBCG
IL19	Gene	Breast Cancer	Disease	ENTREZ:29949		ijcep0054774.pdf	GNBR::Y::Gene:Disease	CBCG
IL1B	Gene	Breast Cancer	Disease	ENTREZ:3553		31281724	GNBR::Y::Gene:Disease	CBCG
IL1B	Gene	Breast Cancer	Disease	ENTREZ:3553		22818022	GNBR::Y::Gene:Disease	CBCG
IL1R1	Gene	Breast Cancer	Disease	ENTREZ:3554		29719585	GNBR::Y::Gene:Disease	CBCG
IL6-AS1	Gene	Breast Cancer	Disease	ENTREZ:541472		36182709	GNBR::Y::Gene:Disease	CBCG
IL6-AS1	Gene	Breast Cancer	Disease	ENTREZ:541472		36182709	GNBR::Y::Gene:Disease	CBCG
INSL6	Gene	Breast Cancer	Disease	ENTREZ:11172		28775167	GNBR::Y::Gene:Disease	CBCG
IRF1-AS1	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
ISX	Gene	Breast Cancer	Disease	ENTREZ:91464		36424660	GNBR::Y::Gene:Disease	CBCG
ITGA2	Gene	Breast Cancer	Disease	ENTREZ:3673		16317580	GNBR::Y::Gene:Disease	CBCG
ITGB3	Gene	Breast Cancer	Disease	ENTREZ:3690		15609125	GNBR::Y::Gene:Disease	CBCG
ITPR1	Gene	Breast Cancer	Disease	ENTREZ:3708		23535729	GNBR::Y::Gene:Disease	CBCG
ITPR1	Gene	Breast Cancer	Disease	ENTREZ:3708		36356581	GNBR::Y::Gene:Disease	CBCG
ITPR2	Gene	Breast Cancer	Disease	ENTREZ:3709		30323354	GNBR::Y::Gene:Disease	CBCG
ITPR3	Gene	Breast Cancer	Disease	ENTREZ:3710		36350267	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			36901898	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			36901898	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			36901898	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			23535729	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			nan	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			37524136	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			27863437	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			23535729	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			18648013	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			18438407	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			27640304	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			24743323	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			27117709	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			29058716	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			25680405	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			nan	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			36831624	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			23535729	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			23535825	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			23535729	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			23535733	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			27117709	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			29058716	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			24743323	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			27117709	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			22923054	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			21424380	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			27117709	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			29059683	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			23593120	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			24743323	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			35794698	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			27117709	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			35794698	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			34981446	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			23535729	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			24386390	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			29059683	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			16306136	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			22452962	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			nan	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			25960224	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			29059683	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			17529967	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			36652567	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			25589623	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			17216494	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			23535729	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			34981446	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			22923054	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			18438407	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			37239331	GNBR::Y::Gene:Disease	CBCG
