source_name	source_type	target_name	target_type	source_id	target_id	pmid	relation_type	resource
Intergenic	Gene	Breast Cancer	Disease			36645723	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			36652567	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			29059683	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			7641189	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			21977969	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			23535825	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			23535825	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			23540573	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			24743323	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			29059683	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			29059683	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			21598251	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			29059683	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			20453838	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			24743323	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			25529635	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			27601076	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			29058716	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			29059683	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			29059683	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			34981446	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			35637532	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			27459855	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			36652567	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			27117709	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			28582508	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			29059683	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			23540573	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			24743323	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			37239331	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			16504019	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			18648013	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			27459855	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			29059683	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			17891484	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			17529967	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			20453838	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			24743323	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			25751625	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			26928228	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			27117709	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			23535729	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			20453838	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			31757997	GNBR::Y::Gene:Disease	CBCG
Intergenic	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
JAK2	Gene	Breast Cancer	Disease	ENTREZ:3717		28775167	GNBR::Y::Gene:Disease	CBCG
KCNN4	Gene	Breast Cancer	Disease	ENTREZ:3783		36703164	GNBR::Y::Gene:Disease	CBCG
KCNN4	Gene	Breast Cancer	Disease	ENTREZ:3783		36356581	GNBR::Y::Gene:Disease	CBCG
KLC1	Gene	Breast Cancer	Disease	ENTREZ:3831		12023982	GNBR::Y::Gene:Disease	CBCG
KLC1	Gene	Breast Cancer	Disease	ENTREZ:3831		nan	GNBR::Y::Gene:Disease	CBCG
KLC1	Gene	Breast Cancer	Disease	ENTREZ:3831		28983784	GNBR::Y::Gene:Disease	CBCG
KLC1	Gene	Breast Cancer	Disease	ENTREZ:3831		35061678	GNBR::Y::Gene:Disease	CBCG
KLC1	Gene	Breast Cancer	Disease	ENTREZ:3831		36761956	GNBR::Y::Gene:Disease	CBCG
KLC1	Gene	Breast Cancer	Disease	ENTREZ:3831		35691022	GNBR::Y::Gene:Disease	CBCG
KMT2C	Gene	Breast Cancer	Disease	ENTREZ:58508		36424660	GNBR::Y::Gene:Disease	CBCG
KMT2C	Gene	Breast Cancer	Disease	ENTREZ:58508		36424660	GNBR::Y::Gene:Disease	CBCG
KRAS	Gene	Breast Cancer	Disease	ENTREZ:3845		36510353	GNBR::Y::Gene:Disease	CBCG
LDLRAD4	Gene	Breast Cancer	Disease	ENTREZ:753		36356581	GNBR::Y::Gene:Disease	CBCG
LEPR	Gene	Breast Cancer	Disease	ENTREZ:3953		16504019	GNBR::Y::Gene:Disease	CBCG
LEPR	Gene	Breast Cancer	Disease	ENTREZ:3953		18668212	GNBR::Y::Gene:Disease	CBCG
LEPR	Gene	Breast Cancer	Disease	ENTREZ:3953		S0026893308060034	GNBR::Y::Gene:Disease	CBCG
LEPR	Gene	Breast Cancer	Disease	ENTREZ:3953		25422752	GNBR::Y::Gene:Disease	CBCG
LEPR	Gene	Breast Cancer	Disease	ENTREZ:3953		36943722	GNBR::Y::Gene:Disease	CBCG
LEPR	Gene	Breast Cancer	Disease	ENTREZ:3953		36943722	GNBR::Y::Gene:Disease	CBCG
LGR6	Gene	Breast Cancer	Disease	ENTREZ:59352		23535733	GNBR::Y::Gene:Disease	CBCG
LINC-PINT	Gene	Breast Cancer	Disease	ENTREZ:378805		21908515	GNBR::Y::Gene:Disease	CBCG
LINC-PINT	Gene	Breast Cancer	Disease	ENTREZ:378805		36356581	GNBR::Y::Gene:Disease	CBCG
LINC00536	Gene	Breast Cancer	Disease	ENTREZ:100859921		25751625	GNBR::Y::Gene:Disease	CBCG
LINC00536	Gene	Breast Cancer	Disease	ENTREZ:100859921		36356581	GNBR::Y::Gene:Disease	CBCG
LINC01282	Gene	Breast Cancer	Disease	ENTREZ:101927449		21908515	GNBR::Y::Gene:Disease	CBCG
LINC01488	Gene	Breast Cancer	Disease	ENTREZ:101928292		24493630	GNBR::Y::Gene:Disease	CBCG
LINC02068	Gene	Breast Cancer	Disease	ENTREZ:105374219		29059683	GNBR::Y::Gene:Disease	CBCG
LINC02288	Gene	Breast Cancer	Disease	ENTREZ:283575		36356581	GNBR::Y::Gene:Disease	CBCG
LINC02456	Gene	Breast Cancer	Disease	ENTREZ:105369942		16306136	GNBR::Y::Gene:Disease	CBCG
LMX1B	Gene	Breast Cancer	Disease	ENTREZ:4010		29059683	GNBR::Y::Gene:Disease	CBCG
LMX1B	Gene	Breast Cancer	Disease	ENTREZ:4010		36356581	GNBR::Y::Gene:Disease	CBCG
LOC100128494	Gene	Breast Cancer	Disease			15684076	GNBR::Y::Gene:Disease	CBCG
LOC100287329	Gene	Breast Cancer	Disease			11841482	GNBR::Y::Gene:Disease	CBCG
LOC101928278	Gene	Breast Cancer	Disease			17529974	GNBR::Y::Gene:Disease	CBCG
LOC101928278	Gene	Breast Cancer	Disease			20453838	GNBR::Y::Gene:Disease	CBCG
LOC105369501	Gene	Breast Cancer	Disease			nan	GNBR::Y::Gene:Disease	CBCG
LOC105369828	Gene	Breast Cancer	Disease			36424660	GNBR::Y::Gene:Disease	CBCG
LOC105371082	Gene	Breast Cancer	Disease			37526791	GNBR::Y::Gene:Disease	CBCG
LOC105371274	Gene	Breast Cancer	Disease			29059683	GNBR::Y::Gene:Disease	CBCG
LOC105371274	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
LOC105373071	Gene	Breast Cancer	Disease	ENTREZ:105373071		36356581	GNBR::Y::Gene:Disease	CBCG
LOC105373874	Gene	Breast Cancer	Disease			17529974	GNBR::Y::Gene:Disease	CBCG
LOC105373874	Gene	Breast Cancer	Disease			20453838	GNBR::Y::Gene:Disease	CBCG
LOC105375404	Gene	Breast Cancer	Disease			29059683	GNBR::Y::Gene:Disease	CBCG
LOC105375508	Gene	Breast Cancer	Disease			36831624	GNBR::Y::Gene:Disease	CBCG
LOC105375739	Gene	Breast Cancer	Disease			29058716	GNBR::Y::Gene:Disease	CBCG
LOC105375739	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
LOC105376214	Gene	Breast Cancer	Disease			25652398	GNBR::Y::Gene:Disease	CBCG
LOC105376214	Gene	Breast Cancer	Disease			25652398	GNBR::Y::Gene:Disease	CBCG
LOC105377621	Gene	Breast Cancer	Disease	ENTREZ:105377621		25559835	GNBR::Y::Gene:Disease	CBCG
LOC105377871	Gene	Breast Cancer	Disease			22976474	GNBR::Y::Gene:Disease	CBCG
LOC105379003	Gene	Breast Cancer	Disease			22923054	GNBR::Y::Gene:Disease	CBCG
LOC107984214	Gene	Breast Cancer	Disease			23535729	GNBR::Y::Gene:Disease	CBCG
LOC107984284	Gene	Breast Cancer	Disease			26925658	GNBR::Y::Gene:Disease	CBCG
LOC107985393	Gene	Breast Cancer	Disease			18634034	GNBR::Y::Gene:Disease	CBCG
LOC107985515	Gene	Breast Cancer	Disease			27354352	GNBR::Y::Gene:Disease	CBCG
LOC107985515	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
LOC107985532	Gene	Breast Cancer	Disease			29317318	GNBR::Y::Gene:Disease	CBCG
LOC107985535	Gene	Breast Cancer	Disease			29059683	GNBR::Y::Gene:Disease	CBCG
LOC107985535	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
LOC107986820	Gene	Breast Cancer	Disease			30323354	GNBR::Y::Gene:Disease	CBCG
LOC107986854	Gene	Breast Cancer	Disease			24743323	GNBR::Y::Gene:Disease	CBCG
LOC107986854	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
LOC107986930	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
LOC107986961	Gene	Breast Cancer	Disease			29059683	GNBR::Y::Gene:Disease	CBCG
LOC107987209	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
LOC112268294	Gene	Breast Cancer	Disease			29479969	GNBR::Y::Gene:Disease	CBCG
LOC124900631	Gene	Breast Cancer	Disease			36424660	GNBR::Y::Gene:Disease	CBCG
LOC124900868	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
LOC124901298	Gene	Breast Cancer	Disease			36424660	GNBR::Y::Gene:Disease	CBCG
LOC124901298	Gene	Breast Cancer	Disease			36424660	GNBR::Y::Gene:Disease	CBCG
LOC124901298	Gene	Breast Cancer	Disease			36424660	GNBR::Y::Gene:Disease	CBCG
LOC124901298	Gene	Breast Cancer	Disease			36424660	GNBR::Y::Gene:Disease	CBCG
LOC124901298	Gene	Breast Cancer	Disease			36424660	GNBR::Y::Gene:Disease	CBCG
LOC124901435	Gene	Breast Cancer	Disease			36595122	GNBR::Y::Gene:Disease	CBCG
LOC124901435	Gene	Breast Cancer	Disease			37524136	GNBR::Y::Gene:Disease	CBCG
LOC124902020	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
LOC124905970	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
LOC124909400	Gene	Breast Cancer	Disease			36356581	GNBR::Y::Gene:Disease	CBCG
LRTOMT	Gene	Breast Cancer	Disease	ENTREZ:220074		15684076	GNBR::Y::Gene:Disease	CBCG
LRTOMT	Gene	Breast Cancer	Disease	ENTREZ:220074		15684076	GNBR::Y::Gene:Disease	CBCG
LSP1	Gene	Breast Cancer	Disease	ENTREZ:4046		36703164	GNBR::Y::Gene:Disease	CBCG
LSP1	Gene	Breast Cancer	Disease	ENTREZ:4046		17529967	GNBR::Y::Gene:Disease	CBCG
LSP1	Gene	Breast Cancer	Disease	ENTREZ:4046		36397430	GNBR::Y::Gene:Disease	CBCG
LSP1	Gene	Breast Cancer	Disease	ENTREZ:4046		27117709	GNBR::Y::Gene:Disease	CBCG
LSP1	Gene	Breast Cancer	Disease	ENTREZ:4046		26191300	GNBR::Y::Gene:Disease	CBCG
LSP1	Gene	Breast Cancer	Disease	ENTREZ:4046		26191300	GNBR::Y::Gene:Disease	CBCG
LTA	Gene	Breast Cancer	Disease	ENTREZ:4049		11841482	GNBR::Y::Gene:Disease	CBCG
LYPD5	Gene	Breast Cancer	Disease	ENTREZ:284348		36703164	GNBR::Y::Gene:Disease	CBCG
LZTS1	Gene	Breast Cancer	Disease	ENTREZ:11178		21908515	GNBR::Y::Gene:Disease	CBCG
MAD1L1	Gene	Breast Cancer	Disease	ENTREZ:8379		35042965	GNBR::Y::Gene:Disease	CBCG
MAF	Gene	Breast Cancer	Disease	ENTREZ:4094		36424660	GNBR::Y::Gene:Disease	CBCG
MAP3K1	Gene	Breast Cancer	Disease	ENTREZ:4214		36703164	GNBR::Y::Gene:Disease	CBCG
MCC	Gene	Breast Cancer	Disease	ENTREZ:4163		21279955	GNBR::Y::Gene:Disease	CBCG
MCM8	Gene	Breast Cancer	Disease	ENTREZ:84515		29059683	GNBR::Y::Gene:Disease	CBCG
MCM8	Gene	Breast Cancer	Disease	ENTREZ:84515		36356581	GNBR::Y::Gene:Disease	CBCG
MCPH1	Gene	Breast Cancer	Disease	ENTREZ:79648		26820313	GNBR::Y::Gene:Disease	CBCG
MDM2	Gene	Breast Cancer	Disease	ENTREZ:4193		29699057	GNBR::Y::Gene:Disease	CBCG
MDM2	Gene	Breast Cancer	Disease	ENTREZ:4193		21479369	GNBR::Y::Gene:Disease	CBCG
MDM2	Gene	Breast Cancer	Disease	ENTREZ:4193		19144119	GNBR::Y::Gene:Disease	CBCG
MDM2	Gene	Breast Cancer	Disease	ENTREZ:4193		21477265	GNBR::Y::Gene:Disease	CBCG
MDM2	Gene	Breast Cancer	Disease	ENTREZ:4193		30244662	GNBR::Y::Gene:Disease	CBCG
MDM4	Gene	Breast Cancer	Disease	ENTREZ:4194		23535733	GNBR::Y::Gene:Disease	CBCG
MDM4	Gene	Breast Cancer	Disease	ENTREZ:4194		27117709	GNBR::Y::Gene:Disease	CBCG
MDM4	Gene	Breast Cancer	Disease	ENTREZ:4194		29058716	GNBR::Y::Gene:Disease	CBCG
MDM4	Gene	Breast Cancer	Disease	ENTREZ:4194		36356581	GNBR::Y::Gene:Disease	CBCG
MEAK7	Gene	Breast Cancer	Disease	ENTREZ:57707		35042965	GNBR::Y::Gene:Disease	CBCG
MEN1	Gene	Breast Cancer	Disease	ENTREZ:4221		25099597	GNBR::Y::Gene:Disease	CBCG
MGA	Gene	Breast Cancer	Disease	ENTREZ:23269		36424660	GNBR::Y::Gene:Disease	CBCG
MGMT	Gene	Breast Cancer	Disease	ENTREZ:4255		23027618	GNBR::Y::Gene:Disease	CBCG
MIER3	Gene	Breast Cancer	Disease	ENTREZ:166968		36703164	GNBR::Y::Gene:Disease	CBCG
MIR149	Gene	Breast Cancer	Disease	ENTREZ:406941		36371555	GNBR::Y::Gene:Disease	CBCG
MIR155HG	Gene	Breast Cancer	Disease	ENTREZ:114614		36499743	GNBR::Y::Gene:Disease	CBCG
MIR196A2	Gene	Breast Cancer	Disease	ENTREZ:406973		18634034	GNBR::Y::Gene:Disease	CBCG
MIR196A2	Gene	Breast Cancer	Disease	ENTREZ:406973		36831624	GNBR::Y::Gene:Disease	CBCG
MIR23AHG	Gene	Breast Cancer	Disease	ENTREZ:284454		36831624	GNBR::Y::Gene:Disease	CBCG
MIR27A	Gene	Breast Cancer	Disease	ENTREZ:407018		36831624	GNBR::Y::Gene:Disease	CBCG
MIR4713HG	Gene	Breast Cancer	Disease	ENTREZ:109729174		27165202	GNBR::Y::Gene:Disease	CBCG
MIR4713HG	Gene	Breast Cancer	Disease	ENTREZ:109729174		17975727	GNBR::Y::Gene:Disease	CBCG
MIR499A	Gene	Breast Cancer	Disease	ENTREZ:574501		18634034	GNBR::Y::Gene:Disease	CBCG
MIR499B	Gene	Breast Cancer	Disease	ENTREZ:100616134		18634034	GNBR::Y::Gene:Disease	CBCG
MLLT10	Gene	Breast Cancer	Disease	ENTREZ:8028		24743323	GNBR::Y::Gene:Disease	CBCG
MLLT10	Gene	Breast Cancer	Disease	ENTREZ:8028		36356581	GNBR::Y::Gene:Disease	CBCG
MLLT1	Gene	Breast Cancer	Disease	ENTREZ:4298		36424660	GNBR::Y::Gene:Disease	CBCG
MMP1	Gene	Breast Cancer	Disease	ENTREZ:4312		23696797	GNBR::Y::Gene:Disease	CBCG
MMP1	Gene	Breast Cancer	Disease	ENTREZ:4312		23696797	GNBR::Y::Gene:Disease	CBCG
MMP2	Gene	Breast Cancer	Disease	ENTREZ:4313		23696797	GNBR::Y::Gene:Disease	CBCG
MMP3	Gene	Breast Cancer	Disease	ENTREZ:4314		23696797	GNBR::Y::Gene:Disease	CBCG
MMP9	Gene	Breast Cancer	Disease	ENTREZ:4318		23634849	GNBR::Y::Gene:Disease	CBCG
MMP9	Gene	Breast Cancer	Disease	ENTREZ:4318		23696797	GNBR::Y::Gene:Disease	CBCG
MRE11	Gene	Breast Cancer	Disease	ENTREZ:4361		24894818	GNBR::Y::Gene:Disease	CBCG
MRPL23	Gene	Breast Cancer	Disease	ENTREZ:6150		35818166	GNBR::Y::Gene:Disease	CBCG
MRPL23	Gene	Breast Cancer	Disease	ENTREZ:6150		35818166	GNBR::Y::Gene:Disease	CBCG
MRPL23	Gene	Breast Cancer	Disease	ENTREZ:6150		35818166	GNBR::Y::Gene:Disease	CBCG
MRPS18C	Gene	Breast Cancer	Disease	ENTREZ:51023		27792995	GNBR::Y::Gene:Disease	CBCG
MRTFA	Gene	Breast Cancer	Disease	ENTREZ:57591		24325915	GNBR::Y::Gene:Disease	CBCG
MRTFA	Gene	Breast Cancer	Disease	ENTREZ:57591		nan	GNBR::Y::Gene:Disease	CBCG
MRTFA	Gene	Breast Cancer	Disease	ENTREZ:57591		36356581	GNBR::Y::Gene:Disease	CBCG
MSH2	Gene	Breast Cancer	Disease	ENTREZ:4436		28779004	GNBR::Y::Gene:Disease	CBCG
MSH6	Gene	Breast Cancer	Disease	ENTREZ:2956		29345684	GNBR::Y::Gene:Disease	CBCG
MSH6	Gene	Breast Cancer	Disease	ENTREZ:2956		33471991	GNBR::Y::Gene:Disease	CBCG
MSTO1	Gene	Breast Cancer	Disease	ENTREZ:55154		36356581	GNBR::Y::Gene:Disease	CBCG
MTCL1	Gene	Breast Cancer	Disease	ENTREZ:23255		25824743	GNBR::Y::Gene:Disease	CBCG
MTCL1	Gene	Breast Cancer	Disease	ENTREZ:23255		25824743	GNBR::Y::Gene:Disease	CBCG
MTHFR	Gene	Breast Cancer	Disease	ENTREZ:4524		ijcep0050060.pdf	GNBR::Y::Gene:Disease	CBCG
MTHFR	Gene	Breast Cancer	Disease	ENTREZ:4524		12473175	GNBR::Y::Gene:Disease	CBCG
MTHFR	Gene	Breast Cancer	Disease	ENTREZ:4524		15735051	GNBR::Y::Gene:Disease	CBCG
MTHFR	Gene	Breast Cancer	Disease	ENTREZ:4524		23056029	GNBR::Y::Gene:Disease	CBCG
MTHFR	Gene	Breast Cancer	Disease	ENTREZ:4524		25366783	GNBR::Y::Gene:Disease	CBCG
MTHFR	Gene	Breast Cancer	Disease	ENTREZ:4524		25075036	GNBR::Y::Gene:Disease	CBCG
MTHFR	Gene	Breast Cancer	Disease	ENTREZ:4524		25217320	GNBR::Y::Gene:Disease	CBCG
MTHFR	Gene	Breast Cancer	Disease	ENTREZ:4524		25566964	GNBR::Y::Gene:Disease	CBCG
MTHFR	Gene	Breast Cancer	Disease	ENTREZ:4524		36412394	GNBR::Y::Gene:Disease	CBCG
MTMR11	Gene	Breast Cancer	Disease	ENTREZ:10903		36356581	GNBR::Y::Gene:Disease	CBCG
MTR	Gene	Breast Cancer	Disease	ENTREZ:4548		nan	GNBR::Y::Gene:Disease	CBCG
MTR	Gene	Breast Cancer	Disease	ENTREZ:4548		nan	GNBR::Y::Gene:Disease	CBCG
MTR	Gene	Breast Cancer	Disease	ENTREZ:4548		22134752	GNBR::Y::Gene:Disease	CBCG
MTRR	Gene	Breast Cancer	Disease	ENTREZ:4552		nan	GNBR::Y::Gene:Disease	CBCG
MTRR	Gene	Breast Cancer	Disease	ENTREZ:4552		ijcep0050060.pdf	GNBR::Y::Gene:Disease	CBCG
MUC4	Gene	Breast Cancer	Disease	ENTREZ:4585		36424660	GNBR::Y::Gene:Disease	CBCG
MUS81	Gene	Breast Cancer	Disease	ENTREZ:80198		32443704	GNBR::Y::Gene:Disease	CBCG
MUTYH	Gene	Breast Cancer	Disease	ENTREZ:4595		16140997	GNBR::Y::Gene:Disease	CBCG
MUTYH	Gene	Breast Cancer	Disease	ENTREZ:4595		nan	GNBR::Y::Gene:Disease	CBCG
MUTYH	Gene	Breast Cancer	Disease	ENTREZ:4595		30564557	GNBR::Y::Gene:Disease	CBCG
MUTYH	Gene	Breast Cancer	Disease	ENTREZ:4595		21952991	GNBR::Y::Gene:Disease	CBCG
MYC	Gene	Breast Cancer	Disease	ENTREZ:4609		15929079	GNBR::Y::Gene:Disease	CBCG
MYH7B	Gene	Breast Cancer	Disease	ENTREZ:57644		18634034	GNBR::Y::Gene:Disease	CBCG
MYO5A	Gene	Breast Cancer	Disease	ENTREZ:4644		36424660	GNBR::Y::Gene:Disease	CBCG
NAT2	Gene	Breast Cancer	Disease	ENTREZ:10		nan	GNBR::Y::Gene:Disease	CBCG
NBEA	Gene	Breast Cancer	Disease	ENTREZ:26960		36424660	GNBR::Y::Gene:Disease	CBCG
NBN	Gene	Breast Cancer	Disease	ENTREZ:4683		12845677	GNBR::Y::Gene:Disease	CBCG
NBN	Gene	Breast Cancer	Disease	ENTREZ:4683		16770759	GNBR::Y::Gene:Disease	CBCG
NEK10	Gene	Breast Cancer	Disease	ENTREZ:152110		36356581	GNBR::Y::Gene:Disease	CBCG
NF1	Gene	Breast Cancer	Disease	ENTREZ:4763		23165953	GNBR::Y::Gene:Disease	CBCG
NF1	Gene	Breast Cancer	Disease	ENTREZ:4763		25742481	GNBR::Y::Gene:Disease	CBCG
NF1	Gene	Breast Cancer	Disease	ENTREZ:4763		16786042	GNBR::Y::Gene:Disease	CBCG
NF1	Gene	Breast Cancer	Disease	ENTREZ:4763		33471991	GNBR::Y::Gene:Disease	CBCG
NF1	Gene	Breast Cancer	Disease	ENTREZ:4763		35396981	GNBR::Y::Gene:Disease	CBCG
NFIX	Gene	Breast Cancer	Disease	ENTREZ:4784		29059683	GNBR::Y::Gene:Disease	CBCG
NFIX	Gene	Breast Cancer	Disease	ENTREZ:4784		36356581	GNBR::Y::Gene:Disease	CBCG
NOS3	Gene	Breast Cancer	Disease	ENTREZ:4846		16538535	GNBR::Y::Gene:Disease	CBCG
NOTCH3	Gene	Breast Cancer	Disease	ENTREZ:4854		28775167	GNBR::Y::Gene:Disease	CBCG
NPHP1	Gene	Breast Cancer	Disease	ENTREZ:4867		35042965	GNBR::Y::Gene:Disease	CBCG
NQO1	Gene	Breast Cancer	Disease	ENTREZ:1728		15280903	GNBR::Y::Gene:Disease	CBCG
NR2F6	Gene	Breast Cancer	Disease	ENTREZ:2063		27601076	GNBR::Y::Gene:Disease	CBCG
NRG1	Gene	Breast Cancer	Disease	ENTREZ:3084		36424660	GNBR::Y::Gene:Disease	CBCG
NTRK1	Gene	Breast Cancer	Disease	ENTREZ:4914		36424660	GNBR::Y::Gene:Disease	CBCG
NTRK1	Gene	Breast Cancer	Disease	ENTREZ:4914		36424660	GNBR::Y::Gene:Disease	CBCG
NUMA1	Gene	Breast Cancer	Disease	ENTREZ:4926		15684076	GNBR::Y::Gene:Disease	CBCG
NUP214	Gene	Breast Cancer	Disease	ENTREZ:8021		36424660	GNBR::Y::Gene:Disease	CBCG
OGG1	Gene	Breast Cancer	Disease	ENTREZ:4968		32167073	GNBR::Y::Gene:Disease	CBCG
OGG1	Gene	Breast Cancer	Disease	ENTREZ:4968		27822728	GNBR::Y::Gene:Disease	CBCG
OR4C11	Gene	Breast Cancer	Disease	ENTREZ:219429		28302160	GNBR::Y::Gene:Disease	CBCG
OR4P4	Gene	Breast Cancer	Disease	ENTREZ:81300		28302160	GNBR::Y::Gene:Disease	CBCG
ORC2	Gene	Breast Cancer	Disease	ENTREZ:4999		27117709	GNBR::Y::Gene:Disease	CBCG
OTUD7B	Gene	Breast Cancer	Disease	ENTREZ:56957		25751625	GNBR::Y::Gene:Disease	CBCG
PALB2	Gene	Breast Cancer	Disease	ENTREZ:79728		17200668	GNBR::Y::Gene:Disease	CBCG
