drugbank_id	status	valid
DB05579	{'investigational'}	True
DB05580	{'investigational'}	True
DB05584	{'investigational'}	True
DB05585	{'investigational'}	True
DB05586	{'investigational'}	True
DB05587	{'investigational'}	True
DB05590	{'investigational'}	True
DB05592	{'investigational'}	True
DB05594	{'investigational'}	True
DB05595	{'investigational'}	True
DB05596	{'investigational'}	True
DB05597	{'investigational'}	True
DB05598	{'investigational'}	True
DB05599	{'investigational'}	True
DB05604	{'investigational'}	True
DB05606	{'investigational'}	True
DB05607	{'investigational'}	True
DB05608	{'investigational'}	True
DB05611	{'investigational'}	True
DB05615	{'investigational'}	True
DB05616	{'investigational'}	True
DB05619	{'investigational'}	True
DB05620	{'investigational'}	True
DB05624	{'investigational'}	True
DB05625	{'investigational'}	True
DB05626	{'investigational'}	True
DB05630	{'approved', 'investigational'}	True
DB05631	{'investigational'}	True
DB05633	{'investigational'}	True
DB05636	{'investigational'}	True
DB05637	{'investigational'}	True
DB05638	{'investigational'}	True
DB05642	{'investigational'}	True
DB05643	{'investigational'}	True
DB05644	{'investigational'}	True
DB05645	{'investigational'}	True
DB05646	{'investigational'}	True
DB05648	{'investigational'}	True
DB05649	{'investigational'}	True
DB05650	{'investigational'}	True
DB05652	{'investigational'}	True
DB05653	{'investigational'}	True
DB05656	{'investigational'}	True
DB05659	{'investigational'}	True
DB05660	{'investigational'}	True
DB05662	{'investigational'}	True
DB05667	{'approved', 'investigational'}	True
DB05668	{'investigational'}	True
DB05670	{'investigational'}	True
DB05671	{'investigational'}	True
DB05672	{'investigational'}	True
DB05673	{'investigational'}	True
DB05675	{'investigational'}	True
DB05676	{'approved', 'investigational'}	True
DB05678	{'investigational'}	True
DB05679	{'approved', 'investigational'}	True
DB05680	{'investigational'}	True
DB05683	{'investigational'}	True
DB05685	{'investigational'}	True
DB05686	{'investigational'}	True
DB05687	{'investigational'}	True
DB05688	{'investigational'}	True
DB05695	{'investigational'}	True
DB05697	{'investigational'}	True
DB05698	{'investigational'}	True
DB05705	{'investigational'}	True
DB05706	{'investigational'}	True
DB05708	{'investigational'}	True
DB05710	{'investigational'}	True
DB05712	{'investigational'}	True
DB05713	{'investigational'}	True
DB05714	{'investigational'}	True
DB05716	{'investigational'}	True
DB05718	{'investigational'}	True
DB05719	{'investigational'}	True
DB05721	{'investigational'}	True
DB05722	{'investigational'}	True
DB05723	{'investigational'}	True
DB05724	{'investigational'}	True
DB05725	{'investigational'}	True
DB05726	{'investigational'}	True
DB05727	{'investigational'}	True
DB05730	{'investigational'}	True
DB05732	{'investigational'}	True
DB05733	{'investigational'}	True
DB05735	{'investigational'}	True
DB05736	{'investigational'}	True
DB05737	{'investigational'}	True
DB05738	{'investigational'}	True
DB05739	{'investigational'}	True
DB05740	{'investigational'}	True
DB05741	{'investigational'}	True
DB05742	{'investigational'}	True
DB05744	{'investigational'}	True
DB05746	{'investigational'}	True
DB05747	{'investigational'}	True
DB05749	{'investigational'}	True
DB05750	{'investigational'}	True
DB05751	{'investigational'}	True
DB05752	{'investigational'}	True
DB05753	{'investigational'}	True
DB05754	{'investigational'}	True
DB05755	{'investigational'}	True
DB05756	{'investigational'}	True
DB05757	{'investigational'}	True
DB05758	{'investigational'}	True
DB05765	{'investigational'}	True
DB05766	{'investigational'}	True
DB05767	{'investigational'}	True
DB05768	{'investigational'}	True
DB05769	{'investigational'}	True
DB05771	{'investigational'}	True
DB05772	{'investigational'}	True
DB05773	{'approved', 'investigational'}	True
DB05775	{'investigational'}	True
DB05776	{'investigational'}	True
DB05777	{'approved', 'investigational'}	True
DB05778	{'investigational'}	True
DB05779	{'investigational'}	True
DB05780	{'investigational'}	True
DB05785	{'investigational'}	True
DB05786	{'investigational'}	True
DB05787	{'investigational'}	True
DB05789	{'investigational'}	True
DB05790	{'investigational'}	True
DB05791	{'investigational'}	True
DB05792	{'investigational'}	True
DB05793	{'investigational'}	True
DB05794	{'investigational'}	True
DB05796	{'investigational'}	True
DB05797	{'investigational'}	True
DB05798	{'investigational'}	True
DB05799	{'investigational'}	True
DB05800	{'investigational'}	True
DB05801	{'investigational'}	True
DB05803	{'investigational'}	True
DB05804	{'investigational'}	True
DB05805	{'investigational'}	True
DB05806	{'investigational'}	True
DB05807	{'investigational'}	True
DB05808	{'investigational'}	True
DB05809	{'investigational'}	True
DB05810	{'investigational'}	True
DB05811	{'investigational'}	True
DB05812	{'approved'}	True
DB05814	{'investigational'}	True
DB05815	{'investigational'}	True
DB05817	{'investigational'}	True
DB05818	{'investigational'}	True
DB05819	{'investigational'}	True
DB05820	{'investigational'}	True
DB05821	{'investigational'}	True
DB05824	{'investigational'}	True
DB05825	{'investigational'}	True
DB05826	{'investigational'}	True
DB05827	{'investigational'}	True
DB05828	{'investigational'}	True
DB05829	{'approved', 'investigational'}	True
DB05830	{'investigational'}	True
DB05831	{'investigational'}	True
DB05832	{'investigational'}	True
DB05834	{'investigational'}	True
DB05835	{'investigational'}	True
DB05836	{'investigational'}	True
DB05837	{'investigational'}	True
DB05838	{'investigational'}	True
DB05839	{'investigational'}	True
DB05840	{'investigational'}	True
DB05841	{'investigational'}	True
DB05842	{'investigational'}	True
DB05843	{'investigational'}	True
DB05845	{'investigational'}	True
DB05846	{'investigational'}	True
DB05848	{'investigational'}	True
DB05849	{'investigational'}	True
DB05851	{'investigational'}	True
DB05852	{'investigational'}	True
DB05854	{'investigational'}	True
DB05855	{'investigational'}	True
DB05856	{'investigational'}	True
DB05857	{'investigational'}	True
DB05858	{'investigational'}	True
DB05859	{'investigational'}	True
DB05860	{'investigational'}	True
DB05861	{'investigational'}	True
DB05863	{'investigational'}	True
DB05864	{'investigational'}	True
DB05865	{'investigational'}	True
DB05866	{'investigational'}	True
DB05867	{'investigational'}	True
DB05868	{'investigational'}	True
DB05869	{'investigational'}	True
DB05870	{'investigational'}	True
DB05871	{'investigational'}	True
DB05873	{'investigational'}	True
DB05874	{'investigational'}	True
DB05875	{'investigational'}	True
DB05879	{'investigational'}	True
DB05880	{'investigational'}	True
DB05881	{'investigational'}	True
DB05882	{'investigational'}	True
DB05883	{'investigational'}	True
DB05884	{'investigational'}	True
DB05885	{'investigational'}	True
DB05886	{'investigational'}	True
DB05887	{'investigational'}	True
DB05888	{'investigational'}	True
DB05889	{'approved', 'investigational'}	True
DB05890	{'investigational'}	True
DB05892	{'investigational'}	True
DB05894	{'investigational'}	True
DB05895	{'investigational'}	True
DB05896	{'investigational'}	True
DB05897	{'investigational'}	True
DB05898	{'investigational'}	True
DB05899	{'investigational'}	True
DB05903	{'investigational'}	True
DB05904	{'investigational'}	True
DB05905	{'investigational'}	True
DB05906	{'investigational'}	True
DB05911	{'investigational'}	True
DB05912	{'investigational'}	True
DB05913	{'investigational'}	True
DB05915	{'investigational'}	True
DB05916	{'investigational'}	True
DB05918	{'investigational'}	True
DB05919	{'investigational'}	True
DB05920	{'investigational'}	True
DB05924	{'investigational'}	True
DB05928	{'investigational'}	True
DB05929	{'investigational'}	True
DB05930	{'investigational'}	True
DB05931	{'investigational'}	True
DB05932	{'investigational'}	True
DB05933	{'investigational'}	True
DB05934	{'investigational'}	True
DB05935	{'investigational'}	True
DB05936	{'investigational'}	True
DB05938	{'investigational'}	True
DB05939	{'investigational'}	True
DB05941	{'investigational'}	True
DB05942	{'investigational'}	True
DB05943	{'investigational'}	True
DB05944	{'investigational'}	True
DB05945	{'investigational'}	True
DB05946	{'investigational'}	True
DB05947	{'investigational'}	True
DB05948	{'investigational'}	True
DB05950	{'investigational'}	True
DB05951	{'investigational'}	True
DB05953	{'investigational'}	True
DB05956	{'investigational'}	True
DB05958	{'investigational'}	True
DB05959	{'investigational'}	True
DB05961	{'investigational'}	True
DB05964	{'investigational'}	True
DB05966	{'investigational'}	True
DB05967	{'investigational'}	True
DB05968	{'investigational'}	True
DB05969	{'investigational'}	True
DB05970	{'investigational'}	True
DB05971	{'investigational'}	True
DB05973	{'investigational'}	True
DB05974	{'investigational'}	True
DB05981	{'investigational'}	True
DB05983	{'investigational'}	True
DB05984	{'investigational'}	True
DB05990	{'approved'}	True
DB05991	{'investigational'}	True
DB05992	{'investigational'}	True
DB05993	{'investigational'}	True
DB05996	{'investigational'}	True
DB05998	{'investigational'}	True
DB06001	{'investigational'}	True
DB06004	{'investigational'}	True
DB06005	{'investigational'}	True
DB06008	{'investigational'}	True
DB06011	{'investigational'}	True
DB06013	{'investigational'}	True
DB06014	{'approved', 'investigational'}	True
DB06016	{'approved', 'investigational'}	True
DB06017	{'investigational'}	True
DB06020	{'investigational'}	True
DB06021	{'investigational'}	True
DB06022	{'investigational'}	True
DB06025	{'investigational'}	True
DB06027	{'investigational'}	True
DB06029	{'investigational'}	True
DB06030	{'investigational'}	True
DB06034	{'investigational'}	True
DB06037	{'investigational'}	True
DB06039	{'investigational'}	True
DB06040	{'investigational'}	True
DB06042	{'investigational'}	True
DB06043	{'approved', 'investigational'}	True
DB06044	{'investigational'}	True
DB06045	{'approved', 'investigational'}	True
DB06048	{'investigational'}	True
DB06049	{'investigational'}	True
DB06050	{'investigational'}	True
DB06056	{'investigational'}	True
DB06057	{'investigational'}	True
DB06058	{'investigational'}	True
DB06061	{'investigational'}	True
DB06063	{'investigational'}	True
DB06064	{'investigational'}	True
DB06065	{'investigational'}	True
DB06069	{'investigational'}	True
DB06070	{'investigational'}	True
DB06071	{'investigational'}	True
DB06072	{'investigational'}	True
DB06073	{'investigational'}	True
DB06075	{'investigational'}	True
DB06077	{'approved', 'investigational'}	True
DB06080	{'investigational'}	True
DB06081	{'approved', 'investigational'}	True
DB06082	{'investigational'}	True
DB06083	{'approved', 'investigational'}	True
DB06086	{'investigational'}	True
DB06087	{'investigational'}	True
DB06089	{'investigational'}	True
DB06090	{'investigational'}	True
DB06091	{'investigational'}	True
DB06093	{'investigational'}	True
DB06094	{'investigational'}	True
DB06096	{'investigational'}	True
DB06097	{'investigational'}	True
DB06098	{'investigational'}	True
DB06099	{'investigational'}	True
DB06101	{'investigational'}	True
DB06103	{'investigational'}	True
DB06106	{'investigational'}	True
DB06108	{'investigational'}	True
DB06109	{'investigational'}	True
DB06110	{'investigational'}	True
DB06111	{'experimental'}	True
DB06112	{'investigational'}	True
DB06114	{'investigational'}	True
DB06116	{'investigational'}	True
DB06117	{'investigational'}	True
DB06118	{'investigational'}	True
DB06119	{'approved', 'investigational'}	True
DB06121	{'investigational'}	True
DB06124	{'investigational'}	True
DB06127	{'investigational'}	True
DB06129	{'investigational'}	True
DB06130	{'investigational'}	True
DB06133	{'investigational'}	True
DB06134	{'investigational'}	True
DB06137	{'approved', 'investigational'}	True
DB06138	{'investigational'}	True
DB06139	{'investigational'}	True
DB06140	{'investigational'}	True
DB06143	{'investigational'}	True
DB06144	{'approved', 'withdrawn', 'investigational'}	True
DB06145	{'approved'}	True
DB06147	{'approved', 'vet_approved', 'withdrawn'}	True
DB06148	{'approved', 'investigational'}	True
DB06149	{'approved', 'investigational'}	True
DB06150	{'approved', 'vet_approved', 'withdrawn'}	True
DB06151	{'approved', 'investigational'}	True
DB06152	{'approved'}	True
DB06153	{'approved'}	True
DB06154	{'approved'}	True
DB06155	{'approved', 'investigational'}	True
DB06156	{'investigational'}	True
DB06157	{'investigational'}	True
DB06159	{'investigational'}	True
DB06160	{'investigational'}	True
DB06161	{'investigational'}	True
DB06162	{'investigational'}	True
DB06163	{'investigational'}	True
DB06166	{'investigational'}	True
DB06168	{'approved', 'investigational'}	True
DB06169	{'investigational'}	True
DB06171	{'investigational'}	True
DB06174	{'approved', 'investigational'}	True
DB06175	{'investigational'}	True
DB06176	{'approved', 'investigational'}	True
DB06177	{'investigational'}	True
DB06178	{'investigational'}	True
DB06179	{'investigational'}	True
DB06180	{'investigational'}	True
DB06181	{'investigational'}	True
DB06182	{'investigational'}	True
DB06184	{'investigational'}	True
DB06185	{'investigational'}	True
DB06186	{'approved'}	True
DB06187	{'investigational'}	True
DB06188	{'investigational'}	True
DB06190	{'investigational'}	True
DB06191	{'investigational'}	True
DB06192	{'investigational'}	True
DB06193	{'approved', 'investigational'}	True
DB06194	{'investigational'}	True
DB06195	{'investigational'}	True
DB06196	{'approved', 'investigational'}	True
DB06197	{'investigational'}	True
DB06198	{'investigational'}	True
DB06199	{'investigational'}	True
DB06200	{'investigational'}	True
DB06201	{'approved'}	True
DB06202	{'approved', 'investigational'}	True
DB06203	{'approved'}	True
DB06204	{'approved'}	True
DB06205	{'approved', 'investigational'}	True
DB06206	{'approved'}	True
DB06207	{'approved'}	True
DB06208	{'investigational'}	True
DB06209	{'approved'}	True
DB06210	{'approved'}	True
DB06211	{'approved', 'investigational'}	True
DB06212	{'approved'}	True
DB06213	{'approved', 'investigational'}	True
DB06215	{'approved', 'investigational'}	True
DB06216	{'approved'}	True
DB06217	{'approved', 'investigational'}	True
DB06218	{'approved'}	True
DB06219	{'approved', 'investigational'}	True
DB06224	{'investigational'}	True
DB06225	{'investigational'}	True
DB06226	{'investigational'}	True
DB06228	{'approved'}	True
DB06229	{'investigational'}	True
DB06230	{'approved', 'withdrawn', 'investigational'}	True
DB06231	{'investigational'}	True
DB06233	{'investigational'}	True
DB06234	{'approved', 'investigational'}	True
DB06235	{'investigational'}	True
DB06236	{'investigational'}	True
DB06237	{'approved'}	True
DB06239	{'investigational'}	True
DB06240	{'investigational'}	True
DB06241	{'investigational'}	True
DB06243	{'approved', 'withdrawn'}	True
DB06244	{'investigational'}	True
DB06245	{'investigational'}	True
DB06246	{'investigational'}	True
DB06247	{'investigational'}	True
DB06248	{'investigational'}	True
DB06249	{'approved', 'investigational'}	True
DB06250	{'investigational'}	True
DB06251	{'investigational'}	True
DB06252	{'investigational'}	True
DB06253	{'investigational'}	True
DB06255	{'experimental'}	True
DB06256	{'investigational'}	True
DB06257	{'investigational'}	True
DB06258	{'investigational'}	True
DB06260	{'experimental'}	True
DB06261	{'approved'}	True
DB06262	{'approved', 'investigational'}	True
DB06263	{'investigational'}	True
DB06264	{'investigational'}	True
DB06266	{'investigational'}	True
DB06267	{'approved', 'investigational'}	True
DB06268	{'approved', 'withdrawn', 'investigational'}	True
DB06270	{'investigational'}	True
DB06271	{'approved', 'investigational'}	True
DB06272	{'investigational'}	True
DB06273	{'approved'}	True
DB06274	{'approved', 'investigational'}	True
DB06276	{'investigational'}	True
DB06280	{'investigational'}	True
DB06281	{'investigational'}	True
DB06282	{'approved'}	True
DB06283	{'approved'}	True
DB06285	{'approved', 'investigational'}	True
DB06287	{'approved'}	True
DB06288	{'approved', 'investigational'}	True
DB06290	{'approved'}	True
DB06292	{'approved'}	True
DB06293	{'investigational'}	True
DB06294	{'investigational'}	True
DB06295	{'investigational'}	True
DB06297	{'investigational'}	True
DB06299	{'investigational'}	True
DB06302	{'investigational'}	True
DB06303	{'investigational'}	True
DB06304	{'investigational'}	True
DB06305	{'investigational'}	True
DB06306	{'investigational'}	True
DB06307	{'investigational'}	True
DB06308	{'investigational'}	True
DB06309	{'investigational'}	True
DB06310	{'investigational'}	True
DB06311	{'investigational'}	True
DB06313	{'investigational'}	True
DB06314	{'investigational'}	True
DB06315	{'investigational'}	True
DB06316	{'investigational'}	True
DB06317	{'approved'}	True
DB06318	{'investigational'}	True
DB06319	{'investigational'}	True
DB06321	{'investigational'}	True
DB06322	{'investigational'}	True
DB06323	{'investigational'}	True
DB06324	{'investigational'}	True
DB06325	{'investigational'}	True
DB06326	{'investigational'}	True
DB06328	{'investigational'}	True
DB06329	{'investigational'}	True
DB06331	{'investigational'}	True
DB06333	{'investigational'}	True
DB06334	{'investigational'}	True
DB06335	{'approved'}	True
DB06336	{'investigational'}	True
DB06338	{'investigational'}	True
DB06342	{'investigational'}	True
DB06343	{'approved', 'investigational'}	True
DB06345	{'investigational'}	True
DB06346	{'investigational'}	True
DB06347	{'investigational'}	True
DB06349	{'investigational'}	True
DB06350	{'investigational'}	True
DB06351	{'investigational'}	True
DB06352	{'investigational'}	True
DB06354	{'investigational'}	True
DB06355	{'investigational'}	True
DB06356	{'investigational'}	True
DB06358	{'investigational'}	True
DB06359	{'investigational'}	True
DB06360	{'investigational'}	True
DB06361	{'approved', 'investigational'}	True
DB06362	{'investigational'}	True
DB06363	{'investigational'}	True
DB06364	{'investigational'}	True
DB06365	{'investigational'}	True
DB06366	{'approved'}	True
DB06367	{'investigational'}	True
DB06368	{'investigational'}	True
DB06370	{'investigational'}	True
DB06371	{'investigational'}	True
DB06372	{'approved', 'investigational'}	True
DB06373	{'investigational'}	True
DB06374	{'approved', 'investigational'}	True
DB06375	{'investigational'}	True
DB06376	{'investigational'}	True
DB06379	{'investigational'}	True
DB06382	{'investigational'}	True
DB06383	{'investigational'}	True
DB06384	{'investigational'}	True
DB06388	{'investigational'}	True
DB06390	{'investigational'}	True
DB06391	{'investigational'}	True
DB06393	{'investigational'}	True
DB06394	{'investigational'}	True
DB06395	{'investigational'}	True
DB06397	{'investigational'}	True
DB06399	{'investigational'}	True
DB06400	{'investigational'}	True
DB06401	{'approved', 'investigational'}	True
DB06402	{'approved'}	True
DB06403	{'approved', 'investigational'}	True
DB06404	{'approved'}	True
DB06405	{'investigational'}	True
DB06406	{'investigational'}	True
DB06408	{'investigational'}	True
DB06409	{'investigational'}	True
DB06410	{'approved'}	True
DB06412	{'approved', 'illicit'}	True
DB06413	{'approved', 'investigational'}	True
DB06414	{'approved'}	True
DB06415	{'approved'}	True
DB06419	{'investigational'}	True
DB06420	{'investigational'}	True
DB06421	{'investigational'}	True
DB06422	{'investigational'}	True
DB06423	{'investigational'}	True
DB06427	{'investigational'}	True
DB06429	{'investigational'}	True
DB06431	{'investigational'}	True
DB06432	{'investigational'}	True
DB06433	{'investigational'}	True
DB06434	{'investigational'}	True
DB06435	{'investigational'}	True
DB06436	{'investigational'}	True
DB06437	{'investigational'}	True
DB06439	{'approved', 'investigational'}	True
DB06440	{'investigational'}	True
DB06441	{'approved'}	True
DB06442	{'investigational'}	True
DB06444	{'investigational'}	True
DB06445	{'investigational'}	True
DB06446	{'investigational'}	True
DB06447	{'investigational'}	True
DB06448	{'approved', 'investigational'}	True
DB06449	{'investigational'}	True
DB06450	{'investigational'}	True
DB06451	{'investigational'}	True
DB06453	{'investigational'}	True
DB06454	{'investigational'}	True
DB06455	{'investigational'}	True
DB06457	{'investigational'}	True
DB06458	{'investigational'}	True
DB06460	{'investigational'}	True
DB06461	{'investigational'}	True
DB06462	{'investigational'}	True
DB06463	{'investigational'}	True
DB06464	{'investigational'}	True
DB06465	{'investigational'}	True
DB06467	{'investigational'}	True
DB06468	{'investigational'}	True
DB06469	{'investigational'}	True
DB06470	{'investigational'}	True
DB06471	{'investigational'}	True
DB06472	{'investigational'}	True
DB06474	{'investigational'}	True
DB06475	{'investigational'}	True
DB06477	{'investigational'}	True
DB06478	{'investigational'}	True
DB06479	{'investigational'}	True
DB06480	{'approved'}	True
DB06481	{'investigational'}	True
DB06482	{'investigational'}	True
DB06483	{'investigational'}	True
DB06484	{'investigational'}	True
DB06485	{'investigational'}	True
DB06486	{'investigational'}	True
DB06489	{'investigational'}	True
DB06490	{'investigational'}	True
DB06492	{'investigational'}	True
DB06493	{'investigational'}	True
DB06494	{'investigational'}	True
DB06495	{'investigational'}	True
DB06496	{'investigational'}	True
DB06497	{'investigational'}	True
DB06498	{'investigational'}	True
DB06499	{'investigational'}	True
DB06500	{'investigational'}	True
DB06503	{'investigational'}	True
DB06504	{'investigational'}	True
DB06505	{'investigational'}	True
DB06506	{'investigational'}	True
DB06508	{'investigational'}	True
DB06510	{'investigational'}	True
DB06511	{'investigational'}	True
DB06512	{'investigational'}	True
DB06513	{'investigational'}	True
DB06515	{'investigational'}	True
DB06517	{'investigational'}	True
DB06518	{'investigational'}	True
DB06519	{'investigational'}	True
DB06521	{'investigational'}	True
DB06523	{'investigational'}	True
DB06525	{'investigational'}	True
DB06527	{'investigational'}	True
DB06529	{'investigational'}	True
DB06530	{'investigational'}	True
DB06531	{'investigational'}	True
DB06532	{'investigational'}	True
DB06533	{'investigational'}	True
DB06534	{'investigational'}	True
DB06535	{'investigational'}	True
DB06536	{'investigational'}	True
DB06538	{'investigational'}	True
DB06539	{'investigational'}	True
DB06540	{'investigational'}	True
DB06543	{'investigational'}	True
DB06544	{'investigational'}	True
DB06545	{'investigational'}	True
DB06546	{'investigational'}	True
DB06548	{'investigational'}	True
DB06549	{'investigational'}	True
DB06550	{'investigational'}	True
DB06552	{'investigational'}	True
DB06553	{'investigational'}	True
DB06554	{'investigational'}	True
DB06555	{'investigational'}	True
DB06556	{'investigational'}	True
DB06557	{'investigational'}	True
DB06558	{'investigational'}	True
DB06559	{'investigational'}	True
DB06560	{'investigational'}	True
DB06562	{'investigational'}	True
DB06563	{'investigational'}	True
DB06564	{'investigational'}	True
DB06566	{'investigational'}	True
DB06568	{'investigational'}	True
DB06569	{'investigational'}	True
DB06573	{'investigational'}	True
DB06575	{'investigational'}	True
DB06576	{'investigational'}	True
DB06578	{'investigational'}	True
DB06579	{'investigational'}	True
DB06580	{'investigational'}	True
DB06581	{'investigational'}	True
DB06582	{'investigational'}	True
DB06584	{'investigational'}	True
DB06585	{'investigational'}	True
DB06586	{'investigational'}	True
DB06587	{'investigational'}	True
DB06588	{'investigational'}	True
DB06589	{'approved'}	True
DB06590	{'approved', 'investigational'}	True
DB06592	{'investigational'}	True
DB06594	{'approved', 'investigational'}	True
DB06595	{'approved', 'investigational'}	True
DB06596	{'investigational'}	True
DB06597	{'investigational'}	True
DB06598	{'investigational'}	True
DB06599	{'investigational'}	True
DB06600	{'investigational'}	True
DB06602	{'approved', 'investigational'}	True
DB06603	{'approved', 'investigational'}	True
DB06604	{'investigational'}	True
DB06605	{'approved'}	True
DB06606	{'approved', 'investigational'}	True
DB06607	{'approved', 'withdrawn', 'investigational'}	True
DB06608	{'approved', 'investigational'}	True
DB06609	{'investigational'}	True
DB06610	{'investigational'}	True
DB06611	{'investigational'}	True
DB06612	{'approved', 'investigational'}	True
DB06614	{'approved', 'investigational'}	True
DB06616	{'approved'}	True
DB06618	{'investigational'}	True
DB06619	{'investigational'}	True
DB06620	{'investigational'}	True
DB06621	{'investigational'}	True
DB06622	{'investigational'}	True
DB06623	{'investigational'}	True
DB06624	{'investigational'}	True
DB06625	{'investigational'}	True
DB06626	{'approved', 'investigational'}	True
DB06628	{'investigational'}	True
DB06629	{'investigational'}	True
DB06630	{'investigational'}	True
DB06633	{'investigational'}	True
DB06634	{'investigational'}	True
DB06635	{'investigational'}	True
DB06636	{'approved', 'investigational'}	True
DB06637	{'approved'}	True
DB06638	{'investigational'}	True
DB06640	{'investigational'}	True
DB06641	{'investigational'}	True
DB06642	{'investigational'}	True
DB06643	{'approved'}	True
DB06645	{'investigational'}	True
DB06647	{'investigational'}	True
DB06649	{'investigational'}	True
DB06650	{'approved'}	True
DB06651	{'investigational'}	True
DB06652	{'investigational'}	True
DB06654	{'approved', 'investigational'}	True
DB06655	{'approved'}	True
DB06656	{'investigational'}	True
DB06657	{'investigational'}	True
DB06659	{'investigational'}	True
DB06660	{'investigational'}	True
DB06661	{'investigational'}	True
DB06662	{'investigational'}	True
DB06663	{'approved'}	True
DB06666	{'investigational'}	True
DB06669	{'investigational'}	True
DB06670	{'investigational'}	True
DB06673	{'investigational'}	True
DB06674	{'approved'}	True
DB06677	{'investigational'}	True
DB06678	{'investigational'}	True
DB06679	{'investigational'}	True
DB06680	{'investigational'}	True
DB06681	{'approved', 'investigational'}	True
DB06682	{'investigational'}	True
DB06683	{'investigational'}	True
DB06684	{'approved'}	True
DB06685	{'investigational'}	True
DB06688	{'approved', 'investigational'}	True
DB06689	{'approved'}	True
DB06690	{'approved', 'vet_approved'}	True
DB06691	{'approved', 'vet_approved'}	True
DB06692	{'approved', 'withdrawn', 'investigational'}	True
DB06693	{'experimental'}	True
DB06694	{'approved', 'investigational'}	True
DB06695	{'approved'}	True
DB06696	{'experimental', 'investigational'}	True
DB06697	{'approved'}	True
DB06698	{'approved', 'investigational'}	True
DB06699	{'approved'}	True
DB06700	{'approved', 'investigational'}	True
DB06701	{'approved', 'investigational'}	True
DB06702	{'approved'}	True
DB06703	{'approved'}	True
DB06704	{'approved', 'investigational'}	True
DB06705	{'approved'}	True
DB06706	{'approved'}	True
DB06707	{'approved'}	True
DB06708	{'approved'}	True
DB06709	{'approved', 'investigational'}	True
DB06710	{'approved'}	True
DB06711	{'approved', 'investigational'}	True
DB06712	{'approved', 'investigational'}	True
DB06713	{'approved', 'investigational'}	True
DB06714	{'approved'}	True
DB06715	{'approved'}	True
DB06716	{'approved', 'illicit', 'investigational'}	True
DB06717	{'approved'}	True
DB06718	{'approved', 'vet_approved'}	True
DB06719	{'approved', 'investigational'}	True
DB06720	{'approved', 'investigational'}	True
DB06721	{'investigational'}	True
DB06723	{'approved', 'investigational'}	True
DB06724	{'approved', 'investigational'}	True
DB06725	{'approved', 'investigational'}	True
DB06726	{'experimental'}	True
DB06727	{'withdrawn', 'experimental'}	True
DB06728	{'experimental'}	True
DB06729	{'approved'}	True
DB06730	{'investigational'}	True
DB06731	{'investigational'}	True
DB06732	{'experimental'}	True
DB06733	{'experimental'}	True
DB06734	{'experimental'}	True
DB06735	{'investigational'}	True
DB06736	{'approved', 'investigational'}	True
DB06737	{'experimental'}	True
DB06738	{'investigational'}	True
DB06739	{'experimental'}	True
DB06740	{'experimental'}	True
DB06741	{'investigational'}	True
DB06742	{'approved', 'investigational'}	True
DB06751	{'approved', 'investigational'}	True
DB06752	{'approved', 'withdrawn'}	True
DB06753	{'approved', 'withdrawn'}	True
DB06754	{'approved', 'withdrawn'}	True
DB06755	{'approved', 'nutraceutical'}	True
DB06756	{'approved', 'nutraceutical', 'investigational'}	True
DB06757	{'approved', 'nutraceutical'}	True
DB06759	{'approved', 'withdrawn', 'investigational'}	True
DB06760	{'approved'}	True
DB06761	{'approved'}	True
DB06762	{'approved'}	True
DB06763	{'investigational'}	True
DB06764	{'approved'}	True
DB06766	{'approved'}	True
DB06767	{'approved', 'vet_approved', 'investigational'}	True
DB06768	{'approved'}	True
DB06769	{'approved', 'investigational'}	True
DB06770	{'approved'}	True
DB06771	{'approved'}	True
DB06772	{'approved'}	True
DB06773	{'approved', 'investigational'}	True
DB06774	{'approved'}	True
DB06775	{'approved'}	True
DB06776	{'approved'}	True
DB06777	{'approved'}	True
DB06778	{'approved'}	True
DB06779	{'approved'}	True
DB06780	{'approved'}	True
DB06781	{'approved'}	True
DB06782	{'approved'}	True
DB06783	{'approved'}	True
DB06784	{'approved'}	True
DB06785	{'approved'}	True
DB06786	{'approved', 'withdrawn', 'investigational'}	True
DB06787	{'approved'}	True
DB06788	{'approved', 'withdrawn'}	True
DB06789	{'approved', 'investigational'}	True
DB06791	{'approved'}	True
DB06792	{'approved'}	True
DB06793	{'withdrawn'}	True
DB06794	{'approved'}	True
DB06795	{'approved', 'vet_approved', 'withdrawn'}	True
DB06796	{'approved', 'withdrawn', 'investigational'}	True
DB06797	{'approved'}	True
DB06799	{'approved', 'vet_approved'}	True
DB06800	{'approved'}	True
DB06801	{'experimental'}	True
DB06802	{'approved', 'investigational'}	True
DB06803	{'approved', 'vet_approved', 'investigational'}	True
DB06804	{'approved', 'withdrawn'}	True
DB06807	{'approved'}	True
DB06808	{'approved', 'vet_approved', 'withdrawn'}	True
DB06809	{'approved', 'investigational'}	True
DB06810	{'approved', 'withdrawn', 'investigational'}	True
DB06811	{'approved'}	True
DB06812	{'approved'}	True
DB06813	{'approved', 'investigational'}	True
DB06814	{'approved', 'vet_approved'}	True
DB06815	{'approved'}	True
DB06816	{'approved'}	True
DB06817	{'approved'}	True
DB06819	{'approved', 'investigational'}	True
DB06820	{'approved'}	True
DB06821	{'approved'}	True
DB06822	{'approved'}	True
