source_name	source_type	target_name	target_type	source_id	target_id	relation_type	resource
SPARC	Gene	IPF	Disease	ENTREZ:6678	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
SHH	Gene	IPF	Disease	ENTREZ:6469	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
HK2	Gene	IPF	Disease	ENTREZ:3099	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
CAPG	Gene	IPF	Disease	ENTREZ:822	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
MMP1	Gene	IPF	Disease	ENTREZ:4312	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
MMP3	Gene	IPF	Disease	ENTREZ:4314	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
S100A9	Gene	IPF	Disease	ENTREZ:6280	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
S100A6	Gene	IPF	Disease	ENTREZ:6277	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
FN1	Gene	IPF	Disease	ENTREZ:2335	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
CCL5	Gene	IPF	Disease	ENTREZ:6352	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
CCL18	Gene	IPF	Disease	ENTREZ:6362	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
PRKCA	Gene	IPF	Disease	ENTREZ:5578	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
PPBP	Gene	IPF	Disease	ENTREZ:5473	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
ECM1	Gene	IPF	Disease	ENTREZ:1893	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
FN1	Gene	IPF	Disease	ENTREZ:2335	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
SERPINC1	Gene	IPF	Disease	ENTREZ:462	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
ACTG1	Gene	IPF	Disease	ENTREZ:71	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
LCP1	Gene	IPF	Disease	ENTREZ:3936	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
CNDP2	Gene	IPF	Disease	ENTREZ:55748	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
ASAH1	Gene	IPF	Disease	ENTREZ:427	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
VCP	Gene	IPF	Disease	ENTREZ:7415	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
TPM2	Gene	IPF	Disease	ENTREZ:7169	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
DPYSL2	Gene	IPF	Disease	ENTREZ:1808	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
ZFHX2	Gene	IPF	Disease	ENTREZ:85446	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
VIM	Gene	IPF	Disease	ENTREZ:7431	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
ACTB	Gene	IPF	Disease	ENTREZ:60	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
FSCN1	Gene	IPF	Disease	ENTREZ:6624	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
ANXA1	Gene	IPF	Disease	ENTREZ:301	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
SERPINB1	Gene	IPF	Disease	ENTREZ:1992	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
LAP3	Gene	IPF	Disease	ENTREZ:51056	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
PDIA3	Gene	IPF	Disease	ENTREZ:2923	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
FBP1	Gene	IPF	Disease	ENTREZ:2203	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
PSMA3	Gene	IPF	Disease	ENTREZ:5684	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
EEF2	Gene	IPF	Disease	ENTREZ:1938	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
HSPA5	Gene	IPF	Disease	ENTREZ:3309	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
GAPDH	Gene	IPF	Disease	ENTREZ:2597	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
MSN	Gene	IPF	Disease	ENTREZ:4478	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
ANXA2	Gene	IPF	Disease	ENTREZ:302	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
ALB	Gene	IPF	Disease	ENTREZ:213	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
TPM1	Gene	IPF	Disease	ENTREZ:7168	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
C3	Gene	IPF	Disease	ENTREZ:12266	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
PPIB	Gene	IPF	Disease	ENTREZ:5479	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
FABP5	Gene	IPF	Disease	ENTREZ:2171	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
SEPTIN11	Gene	IPF	Disease	ENTREZ:55752	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
TPI1	Gene	IPF	Disease	ENTREZ:7167	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
ANXA3	Gene	IPF	Disease	ENTREZ:306	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
CA1	Gene	IPF	Disease	ENTREZ:759	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
CA3	Gene	IPF	Disease	ENTREZ:761	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
CLIC1	Gene	IPF	Disease	ENTREZ:1192	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
PGK1	Gene	IPF	Disease	ENTREZ:5230	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
SPTAN1	Gene	IPF	Disease	ENTREZ:6709	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
PKM	Gene	IPF	Disease	ENTREZ:5315	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
TALDO1	Gene	IPF	Disease	ENTREZ:6888	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
FBLN5	Gene	IPF	Disease	ENTREZ:10516	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
MDH2	Gene	IPF	Disease	ENTREZ:4191	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
HSPB1	Gene	IPF	Disease	ENTREZ:3315	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
CTSD	Gene	IPF	Disease	ENTREZ:1509	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
ADH1B	Gene	IPF	Disease	ENTREZ:125	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
PRDX2	Gene	IPF	Disease	ENTREZ:7001	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
PSMA4	Gene	IPF	Disease	ENTREZ:5685	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
GLO1	Gene	IPF	Disease	ENTREZ:2739	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
HPCAL1	Gene	IPF	Disease	ENTREZ:3241	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
MVP	Gene	IPF	Disease	ENTREZ:9961	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
HBB	Gene	IPF	Disease	ENTREZ:3043	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
HSP90AB1	Gene	IPF	Disease	ENTREZ:3326	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
CLIC5	Gene	IPF	Disease	ENTREZ:53405	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
HSP90AA1	Gene	IPF	Disease	ENTREZ:3320	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
ANXA11	Gene	IPF	Disease	ENTREZ:311	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
GLUD1	Gene	IPF	Disease	ENTREZ:2746	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
ACTA2	Gene	IPF	Disease	ENTREZ:59	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
CES1	Gene	IPF	Disease	ENTREZ:1066	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
IGHA1	Gene	IPF	Disease	ENTREZ:3493	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
IGHG1	Gene	IPF	Disease	ENTREZ:3500	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
ENO1	Gene	IPF	Disease	ENTREZ:2023	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
GPD1	Gene	IPF	Disease	ENTREZ:2819	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
EEF1A1	Gene	IPF	Disease	ENTREZ:1915	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
GNB2	Gene	IPF	Disease	ENTREZ:2783	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
PGAM1	Gene	IPF	Disease	ENTREZ:5223	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
KRT8	Gene	IPF	Disease	ENTREZ:3856	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
LDHA	Gene	IPF	Disease	ENTREZ:3939	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
VDAC1	Gene	IPF	Disease	ENTREZ:7416	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
CAT	Gene	IPF	Disease	ENTREZ:847	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
UGP2	Gene	IPF	Disease	ENTREZ:7360	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
PDIA4	Gene	IPF	Disease	ENTREZ:9601	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
TKT	Gene	IPF	Disease	ENTREZ:7086	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
DDB1	Gene	IPF	Disease	ENTREZ:1642	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
CAP1	Gene	IPF	Disease	ENTREZ:10487	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
LTA4H	Gene	IPF	Disease	ENTREZ:4048	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
STIP1	Gene	IPF	Disease	ENTREZ:10963	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
ALDH2	Gene	IPF	Disease	ENTREZ:217	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
TF	Gene	IPF	Disease	ENTREZ:7018	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
RAN	Gene	IPF	Disease	ENTREZ:5901	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
SELENBP1	Gene	IPF	Disease	ENTREZ:8991	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
S100A9	Gene	IPF	Disease	ENTREZ:6280	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
S100A8	Gene	IPF	Disease	ENTREZ:6279	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
HSPD1	Gene	IPF	Disease	ENTREZ:3329	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
LMNA	Gene	IPF	Disease	ENTREZ:4000	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
ATIC	Gene	IPF	Disease	ENTREZ:471	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
PIGR	Gene	IPF	Disease	ENTREZ:5284	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
PAFAH1B1	Gene	IPF	Disease	ENTREZ:5048	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
KRT19	Gene	IPF	Disease	ENTREZ:3880	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
VAT1	Gene	IPF	Disease	ENTREZ:10493	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
ARHGDIA	Gene	IPF	Disease	ENTREZ:396	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
SUSD2	Gene	IPF	Disease	ENTREZ:56241	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
PIK3IP1	Gene	IPF	Disease	ENTREZ:113791	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
RNASE3	Gene	IPF	Disease	ENTREZ:6037	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
RNASE2	Gene	IPF	Disease	ENTREZ:6036	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
PRTN3	Gene	IPF	Disease	ENTREZ:5657	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
SLAIN2	Gene	IPF	Disease	ENTREZ:57606	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
ADGRL3	Gene	IPF	Disease	ENTREZ:23284	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
PPBP	Gene	IPF	Disease	ENTREZ:5473	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
VCL	Gene	IPF	Disease	ENTREZ:7414	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
HLA-DRB1	Gene	IPF	Disease	ENTREZ:3123	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
SPP1	Gene	IPF	Disease	ENTREZ:6696	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
MUC5AC	Gene	IPF	Disease	ENTREZ:4586	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
GLO1	Gene	IPF	Disease	ENTREZ:2739	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
APOB	Gene	IPF	Disease	ENTREZ:338	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
CKB	Gene	IPF	Disease	ENTREZ:1152	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
ARPC1B	Gene	IPF	Disease	ENTREZ:10095	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
AQP5	Gene	IPF	Disease	ENTREZ:362	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
TFCP2	Gene	IPF	Disease	ENTREZ:7024	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
CRTAC1	Gene	IPF	Disease	ENTREZ:55118	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
KRT8	Gene	IPF	Disease	ENTREZ:3856	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
FGB	Gene	IPF	Disease	ENTREZ:2244	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
MRTO4	Gene	IPF	Disease	ENTREZ:51154	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
CDA	Gene	IPF	Disease	ENTREZ:978	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
HSPG2	Gene	IPF	Disease	ENTREZ:3339	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
SPTBN1	Gene	IPF	Disease	ENTREZ:6711	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
CLC	Gene	IPF	Disease	ENTREZ:1178	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
NUDC	Gene	IPF	Disease	ENTREZ:10726	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
CEACAM6	Gene	IPF	Disease	ENTREZ:4680	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
SERPING1	Gene	IPF	Disease	ENTREZ:710	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
ZNF224	Gene	IPF	Disease	ENTREZ:7767	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
CSMD2	Gene	IPF	Disease	ENTREZ:114784	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
HK3	Gene	IPF	Disease	ENTREZ:3101	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
FTL	Gene	IPF	Disease	ENTREZ:2512	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
FTH1	Gene	IPF	Disease	ENTREZ:2495	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
MMP8	Gene	IPF	Disease	ENTREZ:4317	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
ACAT1	Gene	IPF	Disease	ENTREZ:38	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
APOA1	Gene	IPF	Disease	ENTREZ:335	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
RTP4	Gene	IPF	Disease	ENTREZ:64108	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
CPN2	Gene	IPF	Disease	ENTREZ:1370	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
S100A9	Gene	IPF	Disease	ENTREZ:6280	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
TFRC	Gene	IPF	Disease	ENTREZ:7037	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
F11R	Gene	IPF	Disease	ENTREZ:50848	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
USP37	Gene	IPF	Disease	ENTREZ:57695	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
CFHR1	Gene	IPF	Disease	ENTREZ:3078	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
COL6A3	Gene	IPF	Disease	ENTREZ:1293	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
PIGR	Gene	IPF	Disease	ENTREZ:5284	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
SDE2	Gene	IPF	Disease	ENTREZ:163859	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
CCL18	Gene	IPF	Disease	ENTREZ:6362	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
SLC38A10	Gene	IPF	Disease	ENTREZ:124565	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
