TTDDRUID	Drug_id
D00HYO	PUBCHEM:20704716
D00HYS	PUBCHEM:18507264
D00HZT	PUBCHEM:135449109
D00IAE	PUBCHEM:11974340
D00IAK	PUBCHEM:44455840
D00IBG	PUBCHEM:643976
D00ICA	PUBCHEM:33113
D00IFJ	PUBCHEM:10081476
D00IGI	PUBCHEM:2207
D00IIQ	PUBCHEM:44456366
D00IKQ	PUBCHEM:46703766
D00IMW	PUBCHEM:643975
D00IOF	PUBCHEM:11689583
D00IPO	PUBCHEM:10307922
D00IPP	PUBCHEM:11615440
D00IQV	PUBCHEM:129822097
D00IRL	PUBCHEM:16745325
D00IUB	PUBCHEM:13019
D00IUN	PUBCHEM:25099145
D00IWH	PUBCHEM:7090494
D00IXB	PUBCHEM:10445833
D00JAT	PUBCHEM:44299063
D00JBC	PUBCHEM:12905389
D00JEO	PUBCHEM:73346944
D00JHN	PUBCHEM:6539196
D00JID	PUBCHEM:44412001
D00JIV	PUBCHEM:51033720
D00JJO	PUBCHEM:11973921
D00JJP	PUBCHEM:3025824
D00JKB	PUBCHEM:43550116
D00JKJ	PUBCHEM:71537
D00JMT	PUBCHEM:210332
D00JPB	PUBCHEM:44434951
D00JPH	PUBCHEM:193218
D00JPV	PUBCHEM:243391
D00JTE	PUBCHEM:45271007
D00JUD	PUBCHEM:184462
D00JUO	PUBCHEM:53380924
D00JVC	PUBCHEM:57588528
D00JWA	PUBCHEM:46880333
D00JWB	PUBCHEM:90642938
D00JWR	PUBCHEM:3001114
D00JXL	PUBCHEM:746475
D00JYL	PUBCHEM:16221495
D00KCB	PUBCHEM:449157
D00KDF	PUBCHEM:3387354
D00KDZ	PUBCHEM:44588139
D00KEP	PUBCHEM:6049
D00KFF	PUBCHEM:9882812
D00KGK	PUBCHEM:44364603
D00KIK	PUBCHEM:398369
D00KIV	PUBCHEM:91931115
D00KJP	PUBCHEM:10322586
D00KJV	PUBCHEM:44560309
D00KKN	PUBCHEM:44579601
D00KMC	PUBCHEM:56947050
D00KMP	PUBCHEM:44431763
D00KOE	PUBCHEM:18983431
D00KPR	PUBCHEM:56947006
D00KQB	PUBCHEM:21341306
D00KRL	PUBCHEM:10132921
D00KRQ	PUBCHEM:23113096
D00KSS	PUBCHEM:18411961
D00KTE	PUBCHEM:11514390
D00KTT	PUBCHEM:44568318
D00KWL	PUBCHEM:16098859
D00KXZ	PUBCHEM:197584
D00KZO	PUBCHEM:21147013
D00LAR	PUBCHEM:11409845
D00LBX	PUBCHEM:10237
D00LCE	PUBCHEM:17753809
D00LEQ	PUBCHEM:56603768
D00LFX	PUBCHEM:20718630
D00LHS	PUBCHEM:11455910
D00LLO	PUBCHEM:25050067
D00LMG	PUBCHEM:5281697
D00LMT	PUBCHEM:23727896
D00LNK	PUBCHEM:5311285
D00LOL	PUBCHEM:970375
D00LRC	PUBCHEM:10422592
D00LSZ	PUBCHEM:11044829
D00LVW	PUBCHEM:44456141
D00LWG	PUBCHEM:46880545
D00LWQ	PUBCHEM:7729032
D00LXH	PUBCHEM:10753358
D00LYI	PUBCHEM:135461039
D00LZJ	PUBCHEM:44452506
D00LZS	PUBCHEM:16725937
D00MBG	PUBCHEM:2921148
D00MCG	PUBCHEM:16203946
D00MCJ	PUBCHEM:5329369
D00MCY	PUBCHEM:10075732
D00MEM	PUBCHEM:44375729
D00MFA	PUBCHEM:134601
D00MFR	PUBCHEM:44419695
D00MFV	PUBCHEM:44572293
D00MFZ	PUBCHEM:44578588
D00MGT	PUBCHEM:5311377
D00MIG	PUBCHEM:9818365
D00MJG	PUBCHEM:73755234
D00MLE	PUBCHEM:11407345
D00MLN	PUBCHEM:9851833
D00MNE	PUBCHEM:7330513
D00MPA	PUBCHEM:9834240
D00MPM	PUBCHEM:442289
D00MSU	PUBCHEM:22254580
D00MUJ	PUBCHEM:10018850
D00MXS	PUBCHEM:5281703
D00MXW	PUBCHEM:11609954
D00MZD	PUBCHEM:135509116
D00MZS	PUBCHEM:124579
D00NCL	PUBCHEM:46836562
D00NEE	PUBCHEM:44413628
D00NEK	PUBCHEM:44405867
D00NFW	PUBCHEM:16109432
D00NIT	PUBCHEM:9810140
D00NIX	PUBCHEM:46906703
D00NJE	PUBCHEM:15991542
D00NNP	PUBCHEM:44287426
D00NOG	PUBCHEM:6442190
D00NOH	PUBCHEM:9842229
D00NOL	PUBCHEM:54692271
D00NQQ	PUBCHEM:15667210
D00NQV	PUBCHEM:5041
D00NRB	PUBCHEM:6602241
D00NRJ	PUBCHEM:130169
D00NSA	PUBCHEM:169160
D00NST	PUBCHEM:44452811
D00NUK	PUBCHEM:2837872
D00NVC	PUBCHEM:44355523
D00NWF	PUBCHEM:5730
D00NXA	PUBCHEM:2776266
D00NYG	PUBCHEM:2303947
D00NYT	PUBCHEM:10946795
D00NZP	PUBCHEM:44447368
D00OAN	PUBCHEM:123662
D00OBS	PUBCHEM:44559159
D00OCC	PUBCHEM:9948345
D00OCS	PUBCHEM:44387500
D00OCV	PUBCHEM:44404892
D00ODL	PUBCHEM:11757476
D00ODN	PUBCHEM:11347708
D00OFN	PUBCHEM:44420099
D00OFV	PUBCHEM:3035433
D00OLA	PUBCHEM:44409453
D00OLH	PUBCHEM:10881256
D00OLX	PUBCHEM:46232855
D00OMV	PUBCHEM:10627242
D00OMW	PUBCHEM:5322194
D00OPO	PUBCHEM:44382842
D00OQL	PUBCHEM:3852139
D00ORM	PUBCHEM:28971834
D00OSB	PUBCHEM:44400676
D00OTC	PUBCHEM:5385086
D00OTH	PUBCHEM:49541
D00OUF	PUBCHEM:24744901
D00OWE	PUBCHEM:3035865
D00OWZ	PUBCHEM:721308
D00OXH	PUBCHEM:5311386
D00OZA	PUBCHEM:25208746
D00OZN	PUBCHEM:23626453
D00OZS	PUBCHEM:11822292
D00PAG	PUBCHEM:73755052
D00PAS	PUBCHEM:126540
D00PCE	PUBCHEM:9797313
D00PEC	PUBCHEM:1331
D00PEJ	PUBCHEM:16658631
D00PEU	PUBCHEM:4847
D00PJT	PUBCHEM:46232080
D00PLH	PUBCHEM:44428832
D00PLM	PUBCHEM:44418106
D00PMF	PUBCHEM:45263378
D00PMS	PUBCHEM:448968
D00POF	PUBCHEM:21707121
D00PPB	PUBCHEM:11703439
D00PQC	PUBCHEM:6176
D00PRE	PUBCHEM:23625979
D00PRR	PUBCHEM:10432920
D00PSJ	PUBCHEM:69520
D00PSW	PUBCHEM:3630776
D00PUF	PUBCHEM:2149
D00PUR	PUBCHEM:46887555
D00PVO	PUBCHEM:666034
D00PWV	PUBCHEM:11299790
D00PXF	PUBCHEM:44206698
D00PXO	PUBCHEM:6605258
D00PYB	PUBCHEM:5459910
D00PYW	PUBCHEM:44341256
D00PZE	PUBCHEM:247304
D00PZM	PUBCHEM:46887822
D00QCL	PUBCHEM:9929189
D00QCP	PUBCHEM:46837647
D00QDE	PUBCHEM:135520118
D00QDJ	PUBCHEM:11707110
D00QDR	PUBCHEM:65238
D00QFL	PUBCHEM:44185378
D00QIA	PUBCHEM:104275
D00QIU	PUBCHEM:5280915
D00QLH	PUBCHEM:25033947
D00QLM	PUBCHEM:91557
D00QLR	PUBCHEM:10403152
D00QMQ	PUBCHEM:44577152
D00QMZ	PUBCHEM:44314223
D00QOL	PUBCHEM:11673314
D00QPG	PUBCHEM:3135
D00QPU	PUBCHEM:12594
D00QSV	PUBCHEM:152234
D00QTX	PUBCHEM:5311503
D00QUN	PUBCHEM:44563663
D00QVP	PUBCHEM:44411868
D00QYH	PUBCHEM:25078060
D00QYO	PUBCHEM:9934622
D00QZA	PUBCHEM:91827358
D00RAK	PUBCHEM:135398602
D00RAO	PUBCHEM:44409589
D00RBV	PUBCHEM:10445611
D00RCV	PUBCHEM:9813643
D00RDE	PUBCHEM:44246261
D00RDS	PUBCHEM:797382
D00RDY	PUBCHEM:101649230
D00REB	PUBCHEM:11193842
D00REK	PUBCHEM:5712
D00REW	PUBCHEM:46891047
D00RFY	PUBCHEM:5281612
D00RGD	PUBCHEM:11128726
D00RGL	PUBCHEM:44371672
D00RGO	PUBCHEM:5113385
D00RGP	PUBCHEM:181681
D00RHH	PUBCHEM:24916963
D00RIX	PUBCHEM:5280443
D00RJT	PUBCHEM:943
D00RLE	PUBCHEM:11522042
D00RLO	PUBCHEM:151145
D00RNA	PUBCHEM:44446270
D00RNZ	PUBCHEM:910172
D00RRV	PUBCHEM:792486
D00RST	PUBCHEM:9927748
D00RTM	PUBCHEM:52549
D00RUN	PUBCHEM:10219888
D00RWP	PUBCHEM:91934075
D00RXS	PUBCHEM:23644377
D00RZN	PUBCHEM:442457
D00SAA	PUBCHEM:14828129
D00SAB	PUBCHEM:44434721
D00SBX	PUBCHEM:44207238
D00SCI	PUBCHEM:51001299
D00SDJ	PUBCHEM:11237664
D00SDP	PUBCHEM:44627900
D00SDQ	PUBCHEM:50938551
D00SEC	PUBCHEM:3641059
D00SEE	PUBCHEM:11379392
D00SGZ	PUBCHEM:9917025
D00SHX	PUBCHEM:44456331
D00SJT	PUBCHEM:120231
D00SKS	PUBCHEM:12004117
D00SLE	PUBCHEM:25093373
D00SLJ	PUBCHEM:44420656
D00SLR	PUBCHEM:44568764
D00SNJ	PUBCHEM:44426498
D00SNO	PUBCHEM:438569
D00SOE	PUBCHEM:44568937
D00SOM	PUBCHEM:10398047
D00SRM	PUBCHEM:44420298
D00SRS	PUBCHEM:5281430
D00SSW	PUBCHEM:6868
D00SXO	PUBCHEM:2793709
D00TBD	PUBCHEM:10461815
D00TBG	PUBCHEM:44392511
D00TDJ	PUBCHEM:44430622
D00TEI	PUBCHEM:54674305
D00TFA	PUBCHEM:3392731
D00TGC	PUBCHEM:56951318
D00TIO	PUBCHEM:44331923
D00TJF	PUBCHEM:11807783
D00TKJ	PUBCHEM:11845975
D00TKO	PUBCHEM:22316981
D00TNN	PUBCHEM:45253769
D00TNR	PUBCHEM:5311081
D00TOF	PUBCHEM:193042
D00TPG	PUBCHEM:11041813
D00TPO	PUBCHEM:44397641
D00TQR	PUBCHEM:86344
D00TRF	PUBCHEM:44423683
D00TRY	PUBCHEM:448022
D00TRZ	PUBCHEM:44452580
D00TSX	PUBCHEM:11672424
D00TSY	PUBCHEM:16156517
D00TUB	PUBCHEM:135471356
D00TUH	PUBCHEM:11710022
D00TVY	PUBCHEM:44300176
D00TWA	PUBCHEM:44313272
D00TWC	PUBCHEM:15942656
D00TWK	PUBCHEM:185914
D00TWV	PUBCHEM:73755063
D00TYW	PUBCHEM:54678949
D00TYX	PUBCHEM:53325948
D00TZD	PUBCHEM:2776
D00UBR	PUBCHEM:24881675
D00UCP	PUBCHEM:7824621
D00UCX	PUBCHEM:91934873
D00UDX	PUBCHEM:5288371
D00UFJ	PUBCHEM:697415
D00UFR	PUBCHEM:5459816
D00UIK	PUBCHEM:17937479
D00UIN	PUBCHEM:11739248
D00UKA	PUBCHEM:44272095
D00ULT	PUBCHEM:10609180
D00UMG	PUBCHEM:44450788
D00UOI	PUBCHEM:56947030
D00URP	PUBCHEM:10399473
D00UTF	PUBCHEM:69453339
D00UTU	PUBCHEM:136104465
D00UUG	PUBCHEM:135460967
D00UUM	PUBCHEM:60172
D00UWL	PUBCHEM:13996240
D00UZO	PUBCHEM:5712057
D00VAN	PUBCHEM:46232847
D00VBW	PUBCHEM:5280382
D00VBX	PUBCHEM:12701751
D00VCW	PUBCHEM:5311006
D00VEZ	PUBCHEM:73755077
D00VFM	PUBCHEM:9843779
D00VHG	PUBCHEM:1944
D00VHN	PUBCHEM:46905530
D00VHS	PUBCHEM:136036233
D00VHW	PUBCHEM:11152527
D00VJY	PUBCHEM:957
D00VKB	PUBCHEM:44455842
D00VKV	PUBCHEM:62751
D00VMO	PUBCHEM:56947043
D00VNC	PUBCHEM:44411858
D00VQZ	PUBCHEM:5222748
D00VRV	PUBCHEM:10171
D00VSQ	PUBCHEM:74890720
D00VUO	PUBCHEM:6539777
D00VUT	PUBCHEM:44450651
D00VVB	PUBCHEM:20872819
D00VWN	PUBCHEM:638011
D00VWR	PUBCHEM:14872649
D00VXE	PUBCHEM:3253193
D00VXM	PUBCHEM:568416
D00VYC	PUBCHEM:44400370
D00VYD	PUBCHEM:5071702
D00VZA	PUBCHEM:5328763
D00VZE	PUBCHEM:5029871
D00WBS	PUBCHEM:3035026
D00WBU	PUBCHEM:25033951
D00WEQ	PUBCHEM:62065
D00WEV	PUBCHEM:44412290
D00WFB	PUBCHEM:10084377
D00WFQ	PUBCHEM:674641
D00WFU	PUBCHEM:11381543
D00WHO	PUBCHEM:71231
D00WKK	PUBCHEM:11710246
D00WMC	PUBCHEM:790259
D00WMS	PUBCHEM:3047299
D00WMV	PUBCHEM:656733
D00WNA	PUBCHEM:42519285
D00WOE	PUBCHEM:11254540
D00WOK	PUBCHEM:135398643
D00WON	PUBCHEM:169232
D00WPU	PUBCHEM:11983356
D00WSM	PUBCHEM:599289
D00WSN	PUBCHEM:2996093
D00WVG	PUBCHEM:584447
D00WVI	PUBCHEM:11567371
D00WYS	PUBCHEM:46887131
D00WZG	PUBCHEM:44442168
D00WZI	PUBCHEM:2794641
D00XBM	PUBCHEM:44418891
D00XCC	PUBCHEM:7037588
D00XCL	PUBCHEM:24856357
D00XDG	PUBCHEM:11708263
D00XEN	PUBCHEM:19366304
D00XGW	PUBCHEM:73755160
D00XHC	PUBCHEM:12851057
D00XIB	PUBCHEM:11680415
D00XIX	PUBCHEM:44564003
D00XJA	PUBCHEM:711717
D00XJR	PUBCHEM:10446295
D00XKA	PUBCHEM:188930
D00XKH	PUBCHEM:10598311
D00XKM	PUBCHEM:6483718
D00XLU	PUBCHEM:44407802
D00XMO	PUBCHEM:44126813
D00XMP	PUBCHEM:14364677
D00XNF	PUBCHEM:6439154
D00XNY	PUBCHEM:5702253
D00XOQ	PUBCHEM:9885504
D00XOT	PUBCHEM:45487214
D00XOV	PUBCHEM:24892831
D00XPB	PUBCHEM:44570860
D00XQV	PUBCHEM:44376104
D00XRH	PUBCHEM:91820725
D00XTC	PUBCHEM:44437872
D00XUE	PUBCHEM:712421
D00XUF	PUBCHEM:49863103
D00XVS	PUBCHEM:10718553
D00XVV	PUBCHEM:449645
D00XZH	PUBCHEM:44430025
D00XZZ	PUBCHEM:4286311
D00YAS	PUBCHEM:55397
D00YAZ	PUBCHEM:10405534
D00YBU	PUBCHEM:10699123
D00YCG	PUBCHEM:44129621
D00YCO	PUBCHEM:5282056
D00YCU	PUBCHEM:667662
D00YCW	PUBCHEM:44426807
D00YDR	PUBCHEM:46877894
D00YEB	PUBCHEM:25141414
D00YEF	PUBCHEM:148885
D00YGP	PUBCHEM:11536337
D00YHD	PUBCHEM:46854449
D00YHI	PUBCHEM:24863955
D00YIS	PUBCHEM:56947013
D00YNA	PUBCHEM:25093374
D00YNI	PUBCHEM:198107
D00YNW	PUBCHEM:9851134
D00YNY	PUBCHEM:753704
D00YOM	PUBCHEM:15557795
D00YPH	PUBCHEM:10239
D00YPO	PUBCHEM:14032753
D00YTQ	PUBCHEM:9926054
D00YUO	PUBCHEM:4634714
D00YUX	PUBCHEM:73755066
D00YVE	PUBCHEM:10219723
D00YVJ	PUBCHEM:44568812
D00YWZ	PUBCHEM:18450753
D00YXE	PUBCHEM:11652061
D00YXR	PUBCHEM:44628955
D00ZAJ	PUBCHEM:1530
D00ZBH	PUBCHEM:46855775
D00ZBL	PUBCHEM:135458122
D00ZBZ	PUBCHEM:91866823; 36314
D00ZCU	PUBCHEM:5311036
D00ZDX	PUBCHEM:73755208
D00ZEY	PUBCHEM:22314173
D00ZGW	PUBCHEM:46883841
D00ZIK	PUBCHEM:9908783
D00ZJG	PUBCHEM:44331589
D00ZKW	PUBCHEM:1228
D00ZME	PUBCHEM:9861000
D00ZMK	PUBCHEM:49862502
D00ZMN	PUBCHEM:11851183
D00ZMS	PUBCHEM:44451344
D00ZMY	PUBCHEM:24881867
D00ZPJ	PUBCHEM:408350
D00ZSD	PUBCHEM:11694528
D00ZUQ	PUBCHEM:16122582
D00ZWA	PUBCHEM:11498992
D00ZWU	PUBCHEM:1860395
D00ZXX	PUBCHEM:25110406
D00ZYK	PUBCHEM:3744
D01AAD	PUBCHEM:44251289
D01AAI	PUBCHEM:4046493
D01ABR	PUBCHEM:44414723
D01ACT	PUBCHEM:10858185
D01ADA	PUBCHEM:45269964
D01ADK	PUBCHEM:11693641
D01AFH	PUBCHEM:9900598
D01AFV	PUBCHEM:11500603
D01AGR	PUBCHEM:24857857
D01AHL	PUBCHEM:44412953
D01AJQ	PUBCHEM:46232725
D01AJZ	PUBCHEM:11242036
D01ALS	PUBCHEM:11535796
D01AMS	PUBCHEM:45141955
D01AMV	PUBCHEM:46879811
D01AOI	PUBCHEM:44592200
D01APA	PUBCHEM:66855377
D01APL	PUBCHEM:14987
D01APZ	PUBCHEM:44274056
D01AQC	PUBCHEM:9811733
D01ARE	PUBCHEM:44388719
D01ARY	PUBCHEM:44405865
D01AUI	PUBCHEM:6918369
D01AUS	PUBCHEM:11616925
D01AUX	PUBCHEM:11617151
D01AVM	PUBCHEM:53319855
D01AVS	PUBCHEM:25065930
D01AWD	PUBCHEM:439284
D01AWE	PUBCHEM:444493
D01AXA	PUBCHEM:11764797
D01AZJ	PUBCHEM:70702462
D01BAG	PUBCHEM:16125102
D01BAK	PUBCHEM:9809446
D01BCI	PUBCHEM:71080
D01BCK	PUBCHEM:23382
D01BCL	PUBCHEM:235533
D01BDJ	PUBCHEM:70175
D01BGK	PUBCHEM:44554788
D01BGW	PUBCHEM:11708275
D01BGY	PUBCHEM:9827510
D01BIZ	PUBCHEM:44355268
D01BJB	PUBCHEM:15032
D01BJZ	PUBCHEM:9817640
D01BKS	PUBCHEM:9918693
D01BMA	PUBCHEM:72122
D01BPI	PUBCHEM:44456305
D01BPR	PUBCHEM:201590
D01BQD	PUBCHEM:9883372
D01BQI	PUBCHEM:25798544
D01BTF	PUBCHEM:16167454
D01BTV	PUBCHEM:286
D01BUB	PUBCHEM:94952
D01BUT	PUBCHEM:46174261
D01BVR	PUBCHEM:11515063
D01BWV	PUBCHEM:9802572
D01BXE	PUBCHEM:9600409
D01BZE	PUBCHEM:73659
D01BZH	PUBCHEM:11613122
D01CAC	PUBCHEM:45269321
D01CAY	PUBCHEM:16038022
D01CBU	PUBCHEM:11261252
D01CCG	PUBCHEM:25150014
D01CDL	PUBCHEM:6917920
D01CFO	PUBCHEM:44456028
D01CGC	PUBCHEM:44235172
D01CGM	PUBCHEM:3033677
D01CGR	PUBCHEM:194468
D01CIN	PUBCHEM:704473
D01CJZ	PUBCHEM:10330240
D01CNF	PUBCHEM:72193709
D01CQU	PUBCHEM:5139184
D01CRJ	PUBCHEM:9824142
D01CRK	PUBCHEM:27934
D01CSE	PUBCHEM:52942034
D01CSM	PUBCHEM:70692936
D01CSZ	PUBCHEM:44466195
D01CTM	PUBCHEM:51051074
D01CUJ	PUBCHEM:11323459
D01CUR	PUBCHEM:124477
D01CWN	PUBCHEM:54690394
D01CXD	PUBCHEM:10398175
D01CXM	PUBCHEM:52949265
D01CYI	PUBCHEM:11579721
D01DAQ	PUBCHEM:44632008
D01DAU	PUBCHEM:24825518
D01DBW	PUBCHEM:16221494
D01DCE	PUBCHEM:44401620
D01DDB	PUBCHEM:11515006
D01DFX	PUBCHEM:52949342
D01DHW	PUBCHEM:46232033
D01DIQ	PUBCHEM:46229072
D01DIT	PUBCHEM:5283446
D01DMN	PUBCHEM:234105
D01DMS	PUBCHEM:447196
D01DMT	PUBCHEM:9806490
D01DNN	PUBCHEM:44413638
D01DOV	PUBCHEM:23634888
D01DOW	PUBCHEM:24243
D01DPF	PUBCHEM:9802941
D01DPN	PUBCHEM:11572145
D01DQT	PUBCHEM:44413816
D01DTE	PUBCHEM:21272512
D01DTW	PUBCHEM:444108
D01DYZ	PUBCHEM:3656761
D01DZF	PUBCHEM:5193384
D01EAQ	PUBCHEM:11362035
D01EBV	PUBCHEM:21672621
D01EBY	PUBCHEM:2733514
D01ECL	PUBCHEM:11063448
D01EDA	PUBCHEM:44429298
D01EDB	PUBCHEM:135903324
D01EEM	PUBCHEM:462919
D01EFQ	PUBCHEM:44450157
D01EGN	PUBCHEM:135838975
D01EHP	PUBCHEM:4401
D01EHS	PUBCHEM:15552206
D01EIS	PUBCHEM:12263801
D01EJH	PUBCHEM:11500744
D01ENA	PUBCHEM:9552077
D01ENO	PUBCHEM:11650985
D01ENR	PUBCHEM:2993172
D01EOQ	PUBCHEM:73755161
D01EOU	PUBCHEM:52943751
D01EPU	PUBCHEM:9804450
D01EQU	PUBCHEM:44435595
D01ERB	PUBCHEM:44407490
D01ERW	PUBCHEM:11175501
D01ESN	PUBCHEM:44390628
D01EST	PUBCHEM:16760619
D01ESV	PUBCHEM:23626139
D01ETL	PUBCHEM:10275802
D01ETZ	PUBCHEM:261000
D01EVA	PUBCHEM:6278000
D01EVE	PUBCHEM:90684387
D01EVI	PUBCHEM:5459784
D01EVX	PUBCHEM:135875707
D01EWD	PUBCHEM:9944615
D01EZC	PUBCHEM:44421938
D01FAA	PUBCHEM:3660
D01FAR	PUBCHEM:71081
D01FBL	PUBCHEM:442835
D01FCH	PUBCHEM:445505
D01FDW	PUBCHEM:44285245
D01FEA	PUBCHEM:392450
D01FFX	PUBCHEM:24691160
D01FGM	PUBCHEM:5280666
D01FGW	PUBCHEM:46879644
D01FHK	PUBCHEM:3086453
D01FJB	PUBCHEM:5329512
D01FJE	PUBCHEM:160481
D01FJQ	PUBCHEM:44346213
D01FLQ	PUBCHEM:2733958
D01FMS	PUBCHEM:24779772
D01FNC	PUBCHEM:21771691
D01FNH	PUBCHEM:24905597
D01FOK	PUBCHEM:52949288
D01FOM	PUBCHEM:16768198
D01FPD	PUBCHEM:44456375
D01FPX	PUBCHEM:11543063
D01FQZ	PUBCHEM:46861837
D01FTB	PUBCHEM:279088
D01FTP	PUBCHEM:44432662
D01FVY	PUBCHEM:12361788
D01FWD	PUBCHEM:606669
D01FYB	PUBCHEM:23648267
D01GAR	PUBCHEM:19689034
D01GAX	PUBCHEM:1388
D01GAZ	PUBCHEM:49801966
D01GEO	PUBCHEM:443590
D01GGU	PUBCHEM:5289228
D01GIW	PUBCHEM:139340
D01GLG	PUBCHEM:5789
D01GMJ	PUBCHEM:19001
D01GNF	PUBCHEM:10301426
D01GNQ	PUBCHEM:44395086
D01GPC	PUBCHEM:53235534
D01GPY	PUBCHEM:10192794
D01GRB	PUBCHEM:189762
D01GSG	PUBCHEM:44592199
D01GSO	PUBCHEM:14026656
D01GSW	PUBCHEM:135433966
D01GUG	PUBCHEM:24178658
D01GUK	PUBCHEM:15693952
D01GWH	PUBCHEM:44426510
D01GWN	PUBCHEM:44407193
D01GYS	PUBCHEM:44377415
D01GZV	PUBCHEM:16118461
D01HAZ	PUBCHEM:23635364
D01HBS	PUBCHEM:10108554
D01HCL	PUBCHEM:161273
D01HCO	PUBCHEM:23647240
D01HCR	PUBCHEM:20872800
D01HDD	PUBCHEM:983732
D01HFL	PUBCHEM:22054806
D01HGV	PUBCHEM:475514
D01HJN	PUBCHEM:5289613
D01HJZ	PUBCHEM:83632
D01HKU	PUBCHEM:44428667
D01HNP	PUBCHEM:757
D01HOO	PUBCHEM:73755079
D01HOP	PUBCHEM:44439875
D01HQV	PUBCHEM:45485414
D01HRG	PUBCHEM:12884
D01HRV	PUBCHEM:9847194
D01HST	PUBCHEM:1085108
D01HTH	PUBCHEM:60839
D01HTX	PUBCHEM:11707715
D01HUN	PUBCHEM:25149704
D01HUO	PUBCHEM:10086414
D01HUQ	PUBCHEM:10129992
D01HZE	PUBCHEM:10069545
D01HZN	PUBCHEM:44428835
D01IAT	PUBCHEM:10171410
D01ICF	PUBCHEM:5522
D01IDD	PUBCHEM:1036901
D01IEX	PUBCHEM:44583582
D01IFO	PUBCHEM:49863205
D01IFR	PUBCHEM:3119329
D01IGL	PUBCHEM:44560665
D01IGU	PUBCHEM:65020
D01IGW	PUBCHEM:23648518
D01IHM	PUBCHEM:107950
D01IJD	PUBCHEM:5310998
D01IJX	PUBCHEM:10537337
D01ILH	PUBCHEM:445463
D01ILN	PUBCHEM:223355
D01ILO	PUBCHEM:15689
D01ILT	PUBCHEM:57061
D01IMJ	PUBCHEM:695178
D01IPF	PUBCHEM:22319573
D01IPS	PUBCHEM:6323540
D01IRO	PUBCHEM:135440536
D01ISX	PUBCHEM:670786
D01IUB	PUBCHEM:52921890
D01IUI	PUBCHEM:44397405
D01IWD	PUBCHEM:159502
D01IZN	PUBCHEM:44312289
D01JCH	PUBCHEM:11658073
D01JCJ	PUBCHEM:22486174
D01JEO	PUBCHEM:46886836
D01JEX	PUBCHEM:24813913
D01JFF	PUBCHEM:44191096
D01JGB	PUBCHEM:46881498
D01JHA	PUBCHEM:44431964
D01JHR	PUBCHEM:11515428
D01JID	PUBCHEM:378422
D01JJH	PUBCHEM:121846
D01JJR	PUBCHEM:447522
D01JJV	PUBCHEM:22932424
D01JMW	PUBCHEM:46233404
D01JPJ	PUBCHEM:66731056
D01JQX	PUBCHEM:49863581
D01JSA	PUBCHEM:44399141
D01JTI	PUBCHEM:11687831
D01JTY	PUBCHEM:44397491
D01JUI	PUBCHEM:44339119
D01JVG	PUBCHEM:44542048
D01JVP	PUBCHEM:44578857
D01JWT	PUBCHEM:13588977
D01JXM	PUBCHEM:46222048
D01JYF	PUBCHEM:325144
D01JYY	PUBCHEM:11323940
D01JZO	PUBCHEM:2779191
D01JZV	PUBCHEM:9913085
D01KAH	PUBCHEM:52940828
D01KAM	PUBCHEM:44590927
D01KAX	PUBCHEM:135453290
D01KDQ	PUBCHEM:80058
D01KEE	PUBCHEM:712
D01KEH	PUBCHEM:44568340
D01KIH	PUBCHEM:44323762
D01KJU	PUBCHEM:6102690
D01KKU	PUBCHEM:5281894
D01KMI	PUBCHEM:10404587
D01KNZ	PUBCHEM:14016348
D01KOI	PUBCHEM:346926
D01KOO	PUBCHEM:13654029
D01KPN	PUBCHEM:10410059
D01KPX	PUBCHEM:3001106
D01KSR	PUBCHEM:135495079
D01KTM	PUBCHEM:12309636
D01KVG	PUBCHEM:9843179
D01KVT	PUBCHEM:9917279
D01KWU	PUBCHEM:55645
D01KYM	PUBCHEM:11735999
D01KZF	PUBCHEM:46232145
D01LAP	PUBCHEM:3454
D01LAU	PUBCHEM:4284525
D01LCS	PUBCHEM:447480
D01LDO	PUBCHEM:1617430
D01LDQ	PUBCHEM:24749070
D01LEV	PUBCHEM:22394620
D01LFP	PUBCHEM:16114883
D01LKO	PUBCHEM:44576255
D01LMH	PUBCHEM:25180489
D01LOU	PUBCHEM:2238
D01LPG	PUBCHEM:9994066
D01LRC	PUBCHEM:6479877
D01LUB	PUBCHEM:4297278
D01LVY	PUBCHEM:3473393
D01LWJ	PUBCHEM:5319484
D01MAC	PUBCHEM:25133941
D01MAN	PUBCHEM:46888005
D01MBF	PUBCHEM:45483536
D01MBG	PUBCHEM:5289343
D01MBR	PUBCHEM:11505425
D01MCD	PUBCHEM:25059294
D01MDE	PUBCHEM:5460307
D01MEA	PUBCHEM:22617750
D01MEP	PUBCHEM:6539732
D01MFK	PUBCHEM:9906892
D01MFM	PUBCHEM:44399025
D01MFT	PUBCHEM:5993
D01MFV	PUBCHEM:44401339
D01MGI	PUBCHEM:11583738
D01MHO	PUBCHEM:44414725
D01MHP	PUBCHEM:44275860
D01MJF	PUBCHEM:44452622
D01MKM	PUBCHEM:14991618
D01MLQ	PUBCHEM:667749
D01MMM	PUBCHEM:44583991
D01MMU	PUBCHEM:11708629
D01MNK	PUBCHEM:25125014
D01MOQ	PUBCHEM:13155595
D01MPK	PUBCHEM:12331302
D01MPX	PUBCHEM:25016417
D01MSM	PUBCHEM:10633414
