TTDDRUID	Drug_id
D0TU0X	PUBCHEM:252682
D0TU6D	PUBCHEM:90467446
D0TV4O	PUBCHEM:88531325
D0TW7K	PUBCHEM:118196736
D0TX1S	PUBCHEM:57521300
D0TY8S	PUBCHEM:49793263
D0TZ2W	PUBCHEM:87087836
D0U0MZ	PUBCHEM:71062853
D0U0QQ	PUBCHEM:66681741
D0U2EG	PUBCHEM:71735263
D0U2LO	PUBCHEM:45381436
D0U2SI	PUBCHEM:118589228
D0U3KX	PUBCHEM:121318124
D0U3VU	PUBCHEM:44180784
D0U4EO	PUBCHEM:25181492
D0U4IE	PUBCHEM:46195606
D0U4LI	PUBCHEM:129159093
D0U5CQ	PUBCHEM:70816505
D0U5GU	PUBCHEM:15372343
D0U5IW	PUBCHEM:118888913
D0U5ON	PUBCHEM:53475699
D0U5TX	PUBCHEM:73296970
D0U5VO	PUBCHEM:72551112
D0U6OY	PUBCHEM:129056976
D0U6PA	PUBCHEM:67273458
D0U7LL	PUBCHEM:53388144
D0U7VC	PUBCHEM:122438852
D0U8BD	PUBCHEM:118417827
D0U8YZ	PUBCHEM:70816331
D0U9OH	PUBCHEM:118096614
D0U9RB	PUBCHEM:44633908
D0U9TR	PUBCHEM:53262706
D0UB5E	PUBCHEM:130177126
D0UC8I	PUBCHEM:68678249
D0UD6X	PUBCHEM:16000598
D0UE9B	PUBCHEM:78425879
D0UE9K	PUBCHEM:11720246
D0UF5V	PUBCHEM:9597188
D0UJ8Z	PUBCHEM:117903050
D0UK7K	PUBCHEM:11366080
D0UL2R	PUBCHEM:77844722
D0UM5R	PUBCHEM:74221070
D0UN9X	PUBCHEM:117977934
D0UR1H	PUBCHEM:71459385
D0UT9H	PUBCHEM:49787363
D0UU0V	PUBCHEM:60197050
D0UU7G	PUBCHEM:56924622
D0UW5J	PUBCHEM:78428089
D0UW8Q	PUBCHEM:126696931
D0UX4J	PUBCHEM:1720818
D0UY7A	PUBCHEM:16757107
D0UY9Y	PUBCHEM:46869000
D0UZ6C	PUBCHEM:130360247
D0UZ7I	PUBCHEM:668231
D0V0UW	PUBCHEM:25098092
D0V0WT	PUBCHEM:66576636
D0V1PW	PUBCHEM:86295652
D0V2UZ	PUBCHEM:49847196
D0V2VM	PUBCHEM:118205314
D0V3KH	PUBCHEM:118917121
D0V3OD	PUBCHEM:56835134
D0V3PA	PUBCHEM:72545832
D0V3PI	PUBCHEM:71611910
D0V3SA	PUBCHEM:73335671
D0V4FE	PUBCHEM:50997187
D0V4KJ	PUBCHEM:24968537
D0V4YX	PUBCHEM:134172650
D0V5AG	PUBCHEM:118256189
D0V5BV	PUBCHEM:24872457
D0V5IQ	PUBCHEM:130227480
D0V5JW	PUBCHEM:53311212
D0V6AZ	PUBCHEM:11176709
D0V6OK	PUBCHEM:91669217
D0V6RN	PUBCHEM:122670142
D0V7HS	PUBCHEM:25226944
D0V7NH	PUBCHEM:5280445
D0V7OU	PUBCHEM:625381
D0V7QU	PUBCHEM:49800205
D0V7RP	PUBCHEM:74767011
D0V7UQ	PUBCHEM:56946834
D0V8FC	PUBCHEM:60169096
D0V8JZ	PUBCHEM:90002026
D0V8ZY	PUBCHEM:132273299
D0V9WU	PUBCHEM:89812932
D0VA1R	PUBCHEM:10474852
D0VB2X	PUBCHEM:72735440
D0VB3P	PUBCHEM:124182231
D0VC0P	PUBCHEM:44825925
D0VC9V	PUBCHEM:56682080
D0VE2A	PUBCHEM:44180013
D0VE3H	PUBCHEM:118034890
D0VE7D	PUBCHEM:72699918
D0VI1V	PUBCHEM:60171803
D0VI2M	PUBCHEM:137094889
D0VI4S	PUBCHEM:24812127
D0VI7E	PUBCHEM:53372213
D0VJ8Y	PUBCHEM:45255647
D0VK5C	PUBCHEM:71735619
D0VK6S	PUBCHEM:118010994
D0VN2U	PUBCHEM:72737267
D0VP7R	PUBCHEM:20100145
D0VQ2N	PUBCHEM:42602187
D0VR1K	PUBCHEM:122438686
D0VS3A	PUBCHEM:44143209
D0VX0H	PUBCHEM:126511157
D0VX6P	PUBCHEM:72792768
D0VY5N	PUBCHEM:76900398
D0VZ5E	PUBCHEM:76282043
D0W0MT	PUBCHEM:132229919
D0W1XE	PUBCHEM:91827457
D0W2BO	PUBCHEM:71735825
D0W2KL	PUBCHEM:78320107
D0W2OT	PUBCHEM:5311035
D0W3BE	PUBCHEM:122662718
D0W3TS	PUBCHEM:41306362
D0W4AA	PUBCHEM:71611619
D0W5ND	PUBCHEM:5872358
D0W5OE	PUBCHEM:58567970
D0W6MZ	PUBCHEM:72699917
D0W6ZO	PUBCHEM:46207833
D0W7MG	PUBCHEM:11647397
D0W8BL	PUBCHEM:46868926
D0W8JK	PUBCHEM:60164
D0W8RV	PUBCHEM:51036037
D0W9OC	PUBCHEM:71451207
D0W9PY	PUBCHEM:76283339
D0WA4F	PUBCHEM:67172159
D0WA9U	PUBCHEM:126582691
D0WC1D	PUBCHEM:56598044
D0WC4Z	PUBCHEM:45376646
D0WC8M	PUBCHEM:9978021
D0WD0M	PUBCHEM:71078245
D0WD1Z	PUBCHEM:11487078
D0WD8Z	PUBCHEM:74767919
D0WG5P	PUBCHEM:10327116
D0WH1K	PUBCHEM:73051852
D0WH9N	PUBCHEM:53482276
D0WI0P	PUBCHEM:44156964
D0WI9M	PUBCHEM:25097731
D0WJ3F	PUBCHEM:71584280
D0WK8I	PUBCHEM:44582884
D0WL1U	PUBCHEM:24826799
D0WM3Y	PUBCHEM:87057166
D0WN1Y	PUBCHEM:68066062
D0WN2X	PUBCHEM:71760910
D0WO4T	PUBCHEM:6431125
D0WP5S	PUBCHEM:89721849
D0WQ9X	PUBCHEM:117951478
D0WR0Q	PUBCHEM:118038559
D0WR7B	PUBCHEM:122650373
D0WS3T	PUBCHEM:72706254
D0WS4U	PUBCHEM:71818387
D0WT1C	PUBCHEM:136165239
D0WT1W	PUBCHEM:66908117
D0WT7D	PUBCHEM:46937330
D0WU1C	PUBCHEM:90055863
D0WW1Z	PUBCHEM:25226945
D0WX0K	PUBCHEM:71680628
D0WX4W	PUBCHEM:53477386
D0X0BB	PUBCHEM:46179670
D0X0NV	PUBCHEM:74763829
D0X0RV	PUBCHEM:25142954
D0X0VH	PUBCHEM:49872881
D0X0YJ	PUBCHEM:118128612
D0X0ZC	PUBCHEM:731719
D0X1MK	PUBCHEM:134222455
D0X1OO	PUBCHEM:57335613
D0X1ZY	PUBCHEM:72549319
D0X2AU	PUBCHEM:23427
D0X2XN	PUBCHEM:134172826
D0X5IV	PUBCHEM:122541621
D0X5MW	PUBCHEM:136335012
D0X5VH	PUBCHEM:1990821
D0X5XB	PUBCHEM:135422930
D0X5ZS	PUBCHEM:49849167
D0X6SJ	PUBCHEM:3194
D0X7BT	PUBCHEM:125
D0X7DZ	PUBCHEM:16049464
D0X7EQ	PUBCHEM:44611837
D0X7MV	PUBCHEM:49839185
D0X7OF	PUBCHEM:46926710
D0X7WG	PUBCHEM:67954458
D0X7ZB	PUBCHEM:130338820
D0X8NN	PUBCHEM:72792831
D0X8TY	PUBCHEM:58299418
D0X8VL	PUBCHEM:88979391
D0X9DL	PUBCHEM:89852695
D0X9SE	PUBCHEM:122580127
D0X9VH	PUBCHEM:90269487
D0X9VS	PUBCHEM:11617559
D0XA0Y	PUBCHEM:466146
D0XB1S	PUBCHEM:71237973
D0XB2W	PUBCHEM:121263153
D0XF1S	PUBCHEM:77846902
D0XG7K	PUBCHEM:89597397
D0XH0I	PUBCHEM:73442650
D0XH9K	PUBCHEM:71208846
D0XJ2J	PUBCHEM:46186002
D0XL1M	PUBCHEM:71140595
D0XM8B	PUBCHEM:118437931
D0XQ3F	PUBCHEM:9870708
D0XQ5F	PUBCHEM:44227512
D0XR7S	PUBCHEM:72695231
D0XR9Y	PUBCHEM:118095173
D0XS3N	PUBCHEM:72710841
D0XT4V	PUBCHEM:118867629
D0XT7O	PUBCHEM:74221584
D0XU3A	PUBCHEM:45381323
D0XV2A	PUBCHEM:5273469
D0XV4L	PUBCHEM:219104
D0XV7Y	PUBCHEM:138748934
D0XW4G	PUBCHEM:118041703
D0XX5N	PUBCHEM:88947020
D0XX9N	PUBCHEM:137637236
D0XY1Z	PUBCHEM:89919708
D0XY7C	PUBCHEM:118555053
D0Y0OQ	PUBCHEM:24767791
D0Y0PE	PUBCHEM:76286469
D0Y0RS	PUBCHEM:49793232
D0Y1SI	PUBCHEM:71480662
D0Y1WA	PUBCHEM:1264500
D0Y2PO	PUBCHEM:71770709
D0Y2QO	PUBCHEM:11110698
D0Y2ZS	PUBCHEM:53245866
D0Y3AM	PUBCHEM:129012341
D0Y3DN	PUBCHEM:5280343
D0Y3FD	PUBCHEM:118988040
D0Y3NI	PUBCHEM:60151541
D0Y3NZ	PUBCHEM:122657506
D0Y4EU	PUBCHEM:24756907
D0Y4HR	PUBCHEM:71217329
D0Y4TK	PUBCHEM:46218331
D0Y5DU	PUBCHEM:71748058
D0Y6FF	PUBCHEM:118022572
D0Y6TX	PUBCHEM:16049202
D0Y7KX	PUBCHEM:71009752
D0Y7YC	PUBCHEM:118079255
D0Y7ZA	PUBCHEM:71735988
D0Y9PK	PUBCHEM:53346432
D0Y9TP	PUBCHEM:10544406
D0YB5B	PUBCHEM:90646682
D0YC2M	PUBCHEM:117703493
D0YD7B	PUBCHEM:73774655
D0YD7S	PUBCHEM:118888923
D0YE0V	PUBCHEM:71666343
D0YI7A	PUBCHEM:69252172
D0YK6K	PUBCHEM:75201638
D0YK8M	PUBCHEM:122535659
D0YK9D	PUBCHEM:9956119
D0YK9Q	PUBCHEM:121439394
D0YM1M	PUBCHEM:23628014
D0YM2S	PUBCHEM:76071100
D0YM3G	PUBCHEM:122553486
D0YN1X	PUBCHEM:71661892
D0YN2I	PUBCHEM:46894021
D0YN2T	PUBCHEM:86302836
D0YO3X	PUBCHEM:44206332
D0YP0T	PUBCHEM:445455
D0YP5U	PUBCHEM:70805956
D0YP7A	PUBCHEM:10290770
D0YT8O	PUBCHEM:118366974
D0YU2R	PUBCHEM:56593541
D0YU9B	PUBCHEM:68324656
D0YU9U	PUBCHEM:118483546
D0YV6S	PUBCHEM:90096055
D0YW4T	PUBCHEM:137199860
D0YX0S	PUBCHEM:59477845
D0YX1C	PUBCHEM:136183501
D0YX2B	PUBCHEM:5329102
D0YY4R	PUBCHEM:121339537
D0YY5J	PUBCHEM:60152762
D0YZ1B	PUBCHEM:90093815
D0YZ7D	PUBCHEM:67393308
D0YZ8I	PUBCHEM:4273754
D0Z0BQ	PUBCHEM:121268893
D0Z0DX	PUBCHEM:68279301
D0Z0KL	PUBCHEM:122542123
D0Z0NC	PUBCHEM:75203283
D0Z1CK	PUBCHEM:86279223
D0Z1KU	PUBCHEM:10317281
D0Z2IO	PUBCHEM:51353128
D0Z2MX	PUBCHEM:56945839
D0Z2PC	PUBCHEM:90468938
D0Z2YB	PUBCHEM:66667268
D0Z4IA	PUBCHEM:71295288
D0Z4QT	PUBCHEM:122541390
D0Z4SW	PUBCHEM:56848967
D0Z5GO	PUBCHEM:59437597
D0Z5HH	PUBCHEM:67412556
D0Z5NP	PUBCHEM:118373037
D0Z5PM	PUBCHEM:75202660
D0Z6IH	PUBCHEM:138805970
D0Z6LB	PUBCHEM:71471488
D0Z6RI	PUBCHEM:10338693
D0Z7DA	PUBCHEM:25110837
D0Z7EV	PUBCHEM:6918856
D0Z7FD	PUBCHEM:49854307
D0Z7YQ	PUBCHEM:2155273
D0Z8WF	PUBCHEM:24944528
D0Z9FM	PUBCHEM:91820701
D0ZC0E	PUBCHEM:59455648
D0ZC1O	PUBCHEM:122438920
D0ZC2K	PUBCHEM:68053067
D0ZC7W	PUBCHEM:78119142
D0ZE1M	PUBCHEM:51349201
D0ZE5U	PUBCHEM:11161844
D0ZE8B	PUBCHEM:9935850
D0ZG3D	PUBCHEM:126652862
D0ZG5X	PUBCHEM:71811260
D0ZG7E	PUBCHEM:5083
D0ZH4I	PUBCHEM:76071870
D0ZJ0Z	PUBCHEM:53412620
D0ZJ4M	PUBCHEM:22001174
D0ZK2Q	PUBCHEM:9841240
D0ZK5P	PUBCHEM:72195070
D0ZM1H	PUBCHEM:57525218
D0ZM8H	PUBCHEM:25265637
D0ZN0D	PUBCHEM:90019132
D0ZN3M	PUBCHEM:100951597
D0ZP0G	PUBCHEM:89541971
D0ZP2C	PUBCHEM:25027804
D0ZQ0X	PUBCHEM:9952709
D0ZS0I	PUBCHEM:90646685
D0ZS3E	PUBCHEM:44548476
D0ZT3U	PUBCHEM:10560580
D0ZT9I	PUBCHEM:57336796
D0ZU8L	PUBCHEM:57340689
D0ZV6F	PUBCHEM:122604981
D0ZX6M	PUBCHEM:126644142
D0ZY3D	PUBCHEM:72715135
D0ZY6C	PUBCHEM:25165933
D0ZY9S	PUBCHEM:58180930
D0ZZ6N	PUBCHEM:11684799
D0ZZ8F	PUBCHEM:23628075
D00CCI	PUBCHEM:39941
D00IKH	PUBCHEM:2577
D00ZGA	PUBCHEM:9917021
D01EQG	PUBCHEM:26098
D01MXV	PUBCHEM:3306
D01PIL	PUBCHEM:54477
D01VAB	PUBCHEM:2119
D02EAS	PUBCHEM:9867934
D02FEA	PUBCHEM:3336
D02LHR	PUBCHEM:33625
D03FDT	PUBCHEM:4764
D03JPH	PUBCHEM:54677972
D04SBX	PUBCHEM:60021
D04YCE	PUBCHEM:65944
D05RUM	PUBCHEM:15387
D06ABW	PUBCHEM:2788
D06BPG	PUBCHEM:4528
D06JRD	PUBCHEM:3111
D06PAZ	PUBCHEM:48041
D06UWD	PUBCHEM:26937
D07KDE	PUBCHEM:3084092
D07KYU	PUBCHEM:9330
D07XCF	PUBCHEM:2318
D07XPE	PUBCHEM:8249
D08QUV	PUBCHEM:34870
D08SOF	PUBCHEM:5405
D09JXM	PUBCHEM:26934
D0A4BR	PUBCHEM:454937
D0AK5R	PUBCHEM:3360
D0B6PZ	PUBCHEM:11273
D0C1XS	PUBCHEM:5365247
D0C4FT	PUBCHEM:3606
D0D2RN	PUBCHEM:169371
D0EC5X	PUBCHEM:5282237
D0F0OK	PUBCHEM:9047
D0F8IO	PUBCHEM:5773
D0F9SG	PUBCHEM:66265
D0J0EL	PUBCHEM:2950
D0JP4H	PUBCHEM:2368
D0JQ7Y	PUBCHEM:9574101
D0M7LV	PUBCHEM:5761
D0O2IE	PUBCHEM:4754
D0O8OB	PUBCHEM:3783
D0OC3J	PUBCHEM:5281881
D0OS6O	PUBCHEM:60149
D0P3DM	PUBCHEM:14584
D0Q5PL	PUBCHEM:3718
D0QQ1J	PUBCHEM:2406
D0R6AB	PUBCHEM:65679
D0R8FM	PUBCHEM:65869
D0SU1G	PUBCHEM:5733
D0T0TZ	PUBCHEM:38409
D0T1RG	PUBCHEM:216235
D0T7XI	PUBCHEM:6292
D0U2CB	PUBCHEM:68704
D0X0KJ	PUBCHEM:11289
D0Y2HR	PUBCHEM:2247
D0Y4FL	PUBCHEM:6915744
D0Y8UB	PUBCHEM:82148
D05HDX	PUBCHEM:9803963
D0QU8H	PUBCHEM:3055076
D00KOV	PUBCHEM:5282401
D01HRR	PUBCHEM:5312138
D01IRW	PUBCHEM:54204
D02HKL	PUBCHEM:40903
D03DSB	PUBCHEM:55886
D05NBD	PUBCHEM:53297483
D05RQX	PUBCHEM:6537446
D06LDC	PUBCHEM:119153
D06TVG	PUBCHEM:65860
D07EGW	PUBCHEM:101588922
D07MEL	PUBCHEM:121928
D08DKA	PUBCHEM:93504
D08LDS	PUBCHEM:65998
D0E0JF	PUBCHEM:51222
D0FX4J	PUBCHEM:5387
D0I5UU	PUBCHEM:123618
D0KT8U	PUBCHEM:65929
D0L0MO	PUBCHEM:65913
D0NS0S	PUBCHEM:68896
D0OO6A	PUBCHEM:5284442
D0P0TR	PUBCHEM:3045414
D0QZ4S	PUBCHEM:65881
D0TR0Z	PUBCHEM:65935
D0U2CT	PUBCHEM:65910
D0X8DU	PUBCHEM:6436040
D0Y0GG	PUBCHEM:72014
D0Y0ZQ	PUBCHEM:65885
D00DQX	PUBCHEM:11667893
D00KEF	PUBCHEM:6917685
D00LBD	PUBCHEM:93514
D00LVA	PUBCHEM:10176764
D00LWS	PUBCHEM:6436122
D00NGN	PUBCHEM:59823
D00QFY	PUBCHEM:23676207
D00RSK	PUBCHEM:9832687
D00USX	PUBCHEM:9690121
D00VAJ	PUBCHEM:178080
D00YSJ	PUBCHEM:158795
D01BPF	PUBCHEM:133081
D01DAW	PUBCHEM:208951
D01EUF	PUBCHEM:148203
D01LAC	PUBCHEM:6437850
D01QQM	PUBCHEM:3038484
D01RCS	PUBCHEM:55752
D01TVR	PUBCHEM:439312
D01YDF	PUBCHEM:5282450
D01YOC	PUBCHEM:108046
D02ALD	PUBCHEM:219049
D02EMR	PUBCHEM:151170
D02FXU	PUBCHEM:9874248
D02HVW	PUBCHEM:9910224
D02JUT	PUBCHEM:294641
D02THB	PUBCHEM:3081087
D02VCK	PUBCHEM:72036
D02VFB	PUBCHEM:3037015
D02VZP	PUBCHEM:57347
D02WGY	PUBCHEM:10299876
D03GYK	PUBCHEM:11948701
D03HVN	PUBCHEM:200882
D03ITI	PUBCHEM:183092
D03LQQ	PUBCHEM:36354
D03MCV	PUBCHEM:86278324
D03QGL	PUBCHEM:54343
D03VTN	PUBCHEM:6917757
D04BQR	PUBCHEM:4342
D04DZD	PUBCHEM:59798
D04KHH	PUBCHEM:179696
D04KKE	PUBCHEM:42616
D04SBH	PUBCHEM:3086618
D04SPK	PUBCHEM:2449
D05MFO	PUBCHEM:71781
D05WEP	PUBCHEM:60824
D05WJQ	PUBCHEM:104974
D05YIX	PUBCHEM:16685273
D05YUK	PUBCHEM:119368
D06DCL	PUBCHEM:153997
D06NHK	PUBCHEM:4369359; 60823
D06SEY	PUBCHEM:170345
D06TGE	PUBCHEM:11226090
D06YXD	PUBCHEM:5311243
D07ESH	PUBCHEM:176408
D07EXV	PUBCHEM:60957
D07OGZ	PUBCHEM:49843900
D07RPR	PUBCHEM:135413497
D07VZV	PUBCHEM:126615
D08FOX	PUBCHEM:55263
D08JCL	PUBCHEM:11504627
D08LIF	PUBCHEM:6433584
D08MTG	PUBCHEM:159326
D08NLQ	PUBCHEM:114709
D08OJE	PUBCHEM:3012003
D08YYY	PUBCHEM:216456
D09DIG	PUBCHEM:57109
D09ESW	PUBCHEM:54966
D09GGJ	PUBCHEM:9841075
D09SIR	PUBCHEM:39562
D09TGX	PUBCHEM:5281884
D09YTY	PUBCHEM:132303
D0A2IH	PUBCHEM:129319
D0AM8W	PUBCHEM:198752
D0B1WU	PUBCHEM:8696
D0B3LP	PUBCHEM:107926
D0B8YZ	PUBCHEM:31402
D0B9EN	PUBCHEM:10274777
D0B9GM	PUBCHEM:4622
D0C1QB	PUBCHEM:60572
D0C5PA	PUBCHEM:183812
D0C8RH	PUBCHEM:131074
D0C9JL	PUBCHEM:195253
D0CV7Z	PUBCHEM:448013
D0CY3A	PUBCHEM:3083445
D0D3PX	PUBCHEM:46926350
D0D5ZX	PUBCHEM:130427
D0D6ZK	PUBCHEM:5280724
D0E2MJ	PUBCHEM:5496659
D0E6UA	PUBCHEM:119590
D0E8CZ	PUBCHEM:3035442
D0FQ6O	PUBCHEM:6435463
D0G2RE	PUBCHEM:3033963
D0G2XN	PUBCHEM:6918192
D0G6SZ	PUBCHEM:3001322
D0G6ZW	PUBCHEM:636402
D0GR2J	PUBCHEM:3034011
D0H0EM	PUBCHEM:9960287
D0H1FV	PUBCHEM:68736
D0HK7R	PUBCHEM:6435801
D0HQ3A	PUBCHEM:3078492
D0J0AE	PUBCHEM:10052040
D0J0RV	PUBCHEM:6918260
D0J6JZ	PUBCHEM:190816
D0J6TN	PUBCHEM:6917705
D0J8RM	PUBCHEM:71230
D0JB7Z	PUBCHEM:135484546
D0K0ZB	PUBCHEM:3086680
D0K1HO	PUBCHEM:51576
D0K1QO	PUBCHEM:71719688
D0K8NW	PUBCHEM:5074
D0L5BK	PUBCHEM:108151
D0L5UO	PUBCHEM:9939609
D0L7SY	PUBCHEM:168898
D0L8QQ	PUBCHEM:3655
D0L8ZX	PUBCHEM:55182
D0L9AJ	PUBCHEM:9942725
D0LA5G	PUBCHEM:6917933
D0M8HH	PUBCHEM:3052764
D0MU0S	PUBCHEM:9873952
D0N0BI	PUBCHEM:5491394
D0N1FR	PUBCHEM:101524
D0N7WR	PUBCHEM:108040
D0NJ1A	PUBCHEM:65663
D0O1KX	PUBCHEM:166558
D0O4EV	PUBCHEM:46906074
D0OR2S	PUBCHEM:71149
D0P4BQ	PUBCHEM:9857256
D0P8EU	PUBCHEM:3033954
D0PS2W	PUBCHEM:164072
D0Q0SZ	PUBCHEM:9826542
D0Q1CD	PUBCHEM:6918336
D0Q6SD	PUBCHEM:9873954
D0Q7AW	PUBCHEM:65673
D0QE5B	PUBCHEM:6436051
D0R9ON	PUBCHEM:65837
D0RJ0J	PUBCHEM:12769847
D0RT5T	PUBCHEM:208900
D0S4LL	PUBCHEM:71452
D0S6GJ	PUBCHEM:146826
D0S6QR	PUBCHEM:214350
D0S6VB	PUBCHEM:123723
D0SV7D	PUBCHEM:80274
D0U9TM	PUBCHEM:5278
D0UX0T	PUBCHEM:9571002
D0V1RX	PUBCHEM:60784
D0V3GT	PUBCHEM:671690
D0V3RZ	PUBCHEM:57062
D0V4RH	PUBCHEM:135413519
D0V7HI	PUBCHEM:3033812
D0W5RL	PUBCHEM:9577221
D0W7UO	PUBCHEM:9849276
D0X9VP	PUBCHEM:65988
D0Y0RW	PUBCHEM:66004
D0Y4AZ	PUBCHEM:65950
D0Y9XD	PUBCHEM:6436002
D0YE2N	PUBCHEM:73214
D0Z0CH	PUBCHEM:3033962
D0Z2WQ	PUBCHEM:57242
D0Z5VQ	PUBCHEM:23674098
D0Z7FU	PUBCHEM:6133
D0ZE9C	PUBCHEM:59743
D0K6SM	PUBCHEM:9824131
D0IP6X	PUBCHEM:219077
D0L9YS	PUBCHEM:4581
D00AKY	PUBCHEM:3035514
D00CFB	PUBCHEM:56840898
D00CQW	PUBCHEM:5487322
D00DBE	PUBCHEM:9865514
D00DBH	PUBCHEM:10930
D00EBH	PUBCHEM:9885848
D00ECB	PUBCHEM:119325
D00ECO	PUBCHEM:5310968
D00EZE	PUBCHEM:3047810
D00FHI	PUBCHEM:65680
D00FMV	PUBCHEM:1045
D00FQP	PUBCHEM:5748855
D00FYF	PUBCHEM:9796290
D00GNK	PUBCHEM:177941
D00HFD	PUBCHEM:129064
D00LWF	PUBCHEM:43345
D00PMA	PUBCHEM:133711
D00QCB	PUBCHEM:130724
D00QXV	PUBCHEM:177836
D00RMD	PUBCHEM:181428
D00SPK	PUBCHEM:23665864
D00TNC	PUBCHEM:135409387
D00VPV	PUBCHEM:3038517
D00VQI	PUBCHEM:5311394
D00VZF	PUBCHEM:4990817
D00WJE	PUBCHEM:69509032
D00ZKC	PUBCHEM:64986
D00ZUU	PUBCHEM:11582982
D01BBR	PUBCHEM:146291
D01DAD	PUBCHEM:9821945
D01EBJ	PUBCHEM:9818279
D01ESB	PUBCHEM:157918
D01FCK	PUBCHEM:9843897
D01FEC	PUBCHEM:44149697
D01FUB	PUBCHEM:25125217
D01HBE	PUBCHEM:6437358
D01IDE	PUBCHEM:132377
D01IPI	PUBCHEM:9886079
D01JGG	PUBCHEM:9805950
D01JOJ	PUBCHEM:107823
D01KKE	PUBCHEM:11223423
D01KZC	PUBCHEM:130990
D01LNG	PUBCHEM:10201696
D01LPX	PUBCHEM:65940
D01LQC	PUBCHEM:24779676
D01NAM	PUBCHEM:11277418
D01NJT	PUBCHEM:65856
D01NMN	PUBCHEM:178134
D01ORM	PUBCHEM:327044
D01QKR	PUBCHEM:178132
D01SGM	PUBCHEM:6918227
D01SJC	PUBCHEM:65494
D01SPI	PUBCHEM:44134599
D01SWK	PUBCHEM:5493324
D01TBN	PUBCHEM:188927
D01VPK	PUBCHEM:6439091
D01VPR	PUBCHEM:3038512
D01VWR	PUBCHEM:3074609
D01WJZ	PUBCHEM:60820
D01WQO	PUBCHEM:10348691
D01XGX	PUBCHEM:178060
D01ZXW	PUBCHEM:122077
D02BGL	PUBCHEM:319859
D02CQL	PUBCHEM:6918732
D02FIJ	PUBCHEM:6437864
D02GMT	PUBCHEM:9866662
D02GVH	PUBCHEM:71345
D02HBW	PUBCHEM:5486715
D02IRL	PUBCHEM:135566716
D02JMI	PUBCHEM:9888211
D02JUM	PUBCHEM:788183
D02KKQ	PUBCHEM:3064755
D02KMG	PUBCHEM:9892481
D02LCL	PUBCHEM:23626877
D02NGR	PUBCHEM:9934294
D02QWJ	PUBCHEM:122131
D02RAU	PUBCHEM:151183
D02RHV	PUBCHEM:133046
D02RVE	PUBCHEM:128664
D02SKA	PUBCHEM:125720
D02TTF	PUBCHEM:5486547
D02VJY	PUBCHEM:3037617
D02VUX	PUBCHEM:11697676
D02WGN	PUBCHEM:132963
D02YBP	PUBCHEM:72028
D02ZEM	PUBCHEM:3047798
D02ZLM	PUBCHEM:10290602
D02ZSU	PUBCHEM:9838763
D03ABH	PUBCHEM:65945
D03ACT	PUBCHEM:9844711
D03BHO	PUBCHEM:127299
D03BOZ	PUBCHEM:3342298
D03CFJ	PUBCHEM:6918532
D03CVV	PUBCHEM:179332
D03DRW	PUBCHEM:9803778
D03EZB	PUBCHEM:9864291
D03FFY	PUBCHEM:9833984
D03GAX	PUBCHEM:9888392
D03GAY	PUBCHEM:5311439
D03JHJ	PUBCHEM:6442241
D03LFR	PUBCHEM:1520267
D03MUM	PUBCHEM:156689
D03NZM	PUBCHEM:132522
D03OKG	PUBCHEM:23668568
D03PHU	PUBCHEM:9825038
D03PIB	PUBCHEM:2120
D03PKI	PUBCHEM:5288382
D03RCP	PUBCHEM:9963271
D03REC	PUBCHEM:9690114
D03RNX	PUBCHEM:54715165
D03SFN	PUBCHEM:6506051
D03STA	PUBCHEM:25195533
D03SWH	PUBCHEM:9845148
D03TIJ	PUBCHEM:53384597
D03TNA	PUBCHEM:5025739
D03UID	PUBCHEM:5310967
D03UYI	PUBCHEM:9806921
D03VAR	PUBCHEM:16204535
D03WPI	PUBCHEM:135413513
D03XDX	PUBCHEM:10343641
D03XIS	PUBCHEM:158796
D03ZBM	PUBCHEM:119343
D03ZKE	PUBCHEM:9831640
D03ZVD	PUBCHEM:9883436
D04DMQ	PUBCHEM:208947
D04DUJ	PUBCHEM:57370228
D04ENK	PUBCHEM:6918166
D04FXS	PUBCHEM:3045
D04GWY	PUBCHEM:382974
D04HIZ	PUBCHEM:9800472
D04HVB	PUBCHEM:3033654
D04HXS	PUBCHEM:9847377
D04HYP	PUBCHEM:3075702
D04IFU	PUBCHEM:16219413
D04IME	PUBCHEM:132832
D04JFT	PUBCHEM:16130985
D04MOF	PUBCHEM:62924
D04MRV	PUBCHEM:55492
D04NCJ	PUBCHEM:23665941
D04NWP	PUBCHEM:60849
D04OCC	PUBCHEM:182554
D04OXU	PUBCHEM:122220
D04PMM	PUBCHEM:24752296
D04PSL	PUBCHEM:6918277
D04RLX	PUBCHEM:148201
D04RZZ	PUBCHEM:484557
D04SOS	PUBCHEM:129930
D04VIP	PUBCHEM:9860692
D04VJH	PUBCHEM:129991
D04WCI	PUBCHEM:16220188
D04WHX	PUBCHEM:9690126
D04ZLJ	PUBCHEM:72116
D04ZOZ	PUBCHEM:132640
D05ACQ	PUBCHEM:9846339
D05BTR	PUBCHEM:65924
D05DDN	PUBCHEM:11561383
D05DON	PUBCHEM:15298297
D05ERT	PUBCHEM:6913185
D05HVY	PUBCHEM:5280119
D05HZI	PUBCHEM:6435808
D05KQE	PUBCHEM:131925
D05MCS	PUBCHEM:44473151
D05NRI	PUBCHEM:189729
D05OVC	PUBCHEM:71310
